Sample Number,ClassName,Snippet Number,Method,Exist
0,DOMSignContext,1,boolean add(E e),False
0,DOMSignContext,2,"void add(int index, E element)",False
0,DOMSignContext,3,boolean addAll(Collection<? extends E> c),False
0,DOMSignContext,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,DOMSignContext,5,void clear(),False
1,DOMValidateContext,1,boolean verify(NodeList nl),False
1,DOMValidateContext,2,boolean verify(Node n),False
1,DOMValidateContext,3,boolean verify(Document doc),False
1,DOMValidateContext,4,boolean verify(InputStream is),False
1,DOMValidateContext,5,boolean verify(File f),False
