FileName,Compilable,Runnable,Correct
AttributeChangeNotificationFilter_1,False,False,False
AttributeChangeNotificationFilter_6,False,False,False
MBeanAttributeInfo_1,False,False,False
MBeanAttributeInfo_2,True,True,True
MBeanAttributeInfo_3,False,False,False
MBeanAttributeInfo_5,True,True,True
MBeanAttributeInfo_8,True,True,True
MBeanAttributeInfo_11,True,True,True
MBeanAttributeInfo_14,True,True,True
MBeanConstructorInfo_5,False,False,False
MBeanFeatureInfo_3,False,False,False
MBeanFeatureInfo_4,False,False,False
MBeanInfo_2,False,False,False
MBeanInfo_3,False,False,False
MBeanInfo_5,False,False,False
MBeanInfo_6,False,False,False
MBeanInfo_7,False,False,False
MBeanInfo_8,False,False,False
MBeanNotificationInfo_4,True,True,True
MBeanParameterInfo_2,False,False,False
MBeanServerPermission_3,True,False,False
MBeanServerPermission_4,True,False,False
Notification_3,False,False,False
Notification_4,False,False,False
Notification_5,False,False,False
Notification_6,False,False,False
Notification_7,False,False,False
Notification_8,False,False,False
Notification_11,False,False,False
Notification_12,False,False,False
Notification_13,False,False,False
Notification_14,False,False,False
Notification_15,False,False,False
Notification_18,False,False,False
Notification_19,False,False,False
Notification_20,False,False,False
NotificationBroadcasterSupport_2,False,False,False
NotificationBroadcasterSupport_3,True,True,True
NotificationFilterSupport_1,True,True,True
ObjectInstance_3,False,False,False
