Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractAnnotationValueVisitor6,1,boolean visitBoolean(boolean b),False
0,AbstractAnnotationValueVisitor6,2,void visitByte(byte b),False
0,AbstractAnnotationValueVisitor6,3,void visitChar(char c),False
0,AbstractAnnotationValueVisitor6,4,void visitDouble(double d),False
0,AbstractAnnotationValueVisitor6,5,void visitFloat(float f),False
0,AbstractAnnotationValueVisitor6,6,void visitInt(int i),False
0,AbstractAnnotationValueVisitor6,7,void visitLong(long l),False
0,AbstractAnnotationValueVisitor6,8,void visitShort(short s),False
0,AbstractAnnotationValueVisitor6,9,void visitString(String s),False
0,AbstractAnnotationValueVisitor6,10,void visitType(TypeMirror t),False
0,AbstractAnnotationValueVisitor6,11,void visitUnknownType(),False
0,AbstractAnnotationValueVisitor6,12,void visitElement(Element e),False
0,AbstractAnnotationValueVisitor6,13,"void visitAnnotation(AnnotationMirror a, boolean allMembers)",False
0,AbstractAnnotationValueVisitor6,14,void visitArray(List<? extends AnnotationValue> values),False
0,AbstractAnnotationValueVisitor6,15,void visitNoElement(),False
0,AbstractAnnotationValueVisitor6,16,void visitNoType(),False
0,AbstractAnnotationValueVisitor6,17,void visitNull(),False
0,AbstractAnnotationValueVisitor6,18,"void visitEnumConstant(TypeElement enumType, String constantName)",False
0,AbstractAnnotationValueVisitor6,19,"void visitAnnotation(AnnotationMirror a, List<? extends AnnotationValue> avs)",False
0,AbstractAnnotationValueVisitor6,20,void visitNoAnnotation(),False
1,AbstractAnnotationValueVisitor7,1,boolean visitBoolean(boolean b),False
1,AbstractAnnotationValueVisitor7,2,void visitByte(byte b),False
1,AbstractAnnotationValueVisitor7,3,void visitChar(char c),False
1,AbstractAnnotationValueVisitor7,4,void visitDouble(double d),False
1,AbstractAnnotationValueVisitor7,5,void visitFloat(float f),False
1,AbstractAnnotationValueVisitor7,6,void visitInt(int i),False
1,AbstractAnnotationValueVisitor7,7,void visitLong(long l),False
1,AbstractAnnotationValueVisitor7,8,void visitShort(short s),False
1,AbstractAnnotationValueVisitor7,9,void visitString(String s),False
1,AbstractAnnotationValueVisitor7,10,void visitType(TypeMirror t),False
1,AbstractAnnotationValueVisitor7,11,void visitUnknownType(),False
1,AbstractAnnotationValueVisitor7,12,void visitElement(Element e),False
1,AbstractAnnotationValueVisitor7,13,"void visitAnnotation(AnnotationMirror a, boolean allMembers)",False
1,AbstractAnnotationValueVisitor7,14,void visitArray(List<? extends AnnotationValue> values),False
1,AbstractAnnotationValueVisitor7,15,void visitNoElement(),False
1,AbstractAnnotationValueVisitor7,16,void visitNoType(),False
1,AbstractAnnotationValueVisitor7,17,void visitNull(),False
1,AbstractAnnotationValueVisitor7,18,"void visitEnumConstant(TypeElement enumType, String constantName)",False
1,AbstractAnnotationValueVisitor7,19,"void visitAnnotation(AnnotationMirror a, List<? extends AnnotationValue> avs)",False
1,AbstractAnnotationValueVisitor7,20,void visitNoElement(AnnotationMirror a),False
2,AbstractAnnotationValueVisitor8,1,boolean visitBoolean(boolean b),False
2,AbstractAnnotationValueVisitor8,2,void visitByte(byte b),False
2,AbstractAnnotationValueVisitor8,3,void visitChar(char c),False
2,AbstractAnnotationValueVisitor8,4,void visitDouble(double d),False
2,AbstractAnnotationValueVisitor8,5,void visitFloat(float f),False
2,AbstractAnnotationValueVisitor8,6,void visitInt(int i),False
2,AbstractAnnotationValueVisitor8,7,void visitLong(long l),False
2,AbstractAnnotationValueVisitor8,8,void visitShort(short s),False
2,AbstractAnnotationValueVisitor8,9,void visitString(String s),False
2,AbstractAnnotationValueVisitor8,10,void visitType(TypeMirror t),False
2,AbstractAnnotationValueVisitor8,11,void visitUnknownType(),False
2,AbstractAnnotationValueVisitor8,12,void visitElement(Element e),False
2,AbstractAnnotationValueVisitor8,13,"void visitAnnotation(AnnotationMirror a, boolean allMembers)",False
2,AbstractAnnotationValueVisitor8,14,void visitArray(List<? extends AnnotationValue> values),False
2,AbstractAnnotationValueVisitor8,15,void visitNoElement(),False
2,AbstractAnnotationValueVisitor8,16,void visitNoType(),False
2,AbstractAnnotationValueVisitor8,17,void visitNull(),False
2,AbstractAnnotationValueVisitor8,18,"void visitEnumConstant(TypeElement enumType, String constantName)",False
2,AbstractAnnotationValueVisitor8,19,"void visitAnnotation(AnnotationMirror a, List<? extends AnnotationValue> avs)",False
2,AbstractAnnotationValueVisitor8,20,void visitNoElement(AnnotationMirror a),False
2,AbstractAnnotationValueVisitor8,21,void visitNoType(AnnotationMirror a),False
2,AbstractAnnotationValueVisitor8,22,void visitNull(AnnotationMirror a),False
2,AbstractAnnotationValueVisitor8,23,"void visitEnumConstant(AnnotationMirror a, TypeElement enumType, String constantName)",False
3,AbstractElementVisitor6,1,boolean add(E e),False
3,AbstractElementVisitor6,2,"void add(int index, E element)",False
3,AbstractElementVisitor6,3,boolean addAll(Collection<? extends E> c),False
3,AbstractElementVisitor6,4,"boolean addAll(int index, Collection<? extends E> c)",False
