ClassName,Method,Return Type
Authenticator,getPasswordAuthentication(),protected PasswordAuthentication
Authenticator,getRequestingHost(),protected String
Authenticator,getRequestingPort(),protected int
Authenticator,getRequestingPrompt(),protected String
Authenticator,getRequestingProtocol(),protected String
Authenticator,getRequestingScheme(),protected String
Authenticator,getRequestingSite(),protected InetAddress
Authenticator,getRequestingURL(),protected URL
Authenticator,getRequestorType(),protected Authenticator.RequestorType
Authenticator,"requestPasswordAuthentication(InetAddress addr, int port, String protocol, String prompt, String scheme)",static PasswordAuthentication
Authenticator,"requestPasswordAuthentication(String host, InetAddress addr, int port, String protocol, String prompt, String scheme)",static PasswordAuthentication
Authenticator,"requestPasswordAuthentication(String host, InetAddress addr, int port, String protocol, String prompt, String scheme, URL url, Authenticator.RequestorType reqType)",static PasswordAuthentication
Authenticator,setDefault(Authenticator a),static void
CacheRequest,abort(),abstract void
CacheRequest,getBody(),abstract OutputStream
CacheResponse,getBody(),abstract InputStream
CacheResponse,getHeaders(),"abstract Map<String,List<String>>"
ContentHandler,getContent(URLConnection urlc),abstract Object
ContentHandler,"getContent(URLConnection urlc, Class[] classes)",Object
CookieHandler,"get(URI uri, Map<String,List<String>> requestHeaders)","abstract Map<String,List<String>>"
CookieHandler,getDefault(),static CookieHandler
CookieHandler,"put(URI uri, Map<String,List<String>> responseHeaders)",abstract void
CookieHandler,setDefault(CookieHandler cHandler),static void
CookieManager,"get(URI uri, Map<String,List<String>> requestHeaders)","Map<String,List<String>>"
CookieManager,getCookieStore(),CookieStore
CookieManager,"put(URI uri, Map<String,List<String>> responseHeaders)",void
CookieManager,setCookiePolicy(CookiePolicy cookiePolicy),void
DatagramPacket,getAddress(),InetAddress
DatagramPacket,getData(),byte[]
DatagramPacket,getLength(),int
DatagramPacket,getOffset(),int
DatagramPacket,getPort(),int
DatagramPacket,getSocketAddress(),SocketAddress
DatagramPacket,setAddress(InetAddress iaddr),void
DatagramPacket,setData(byte[] buf),void
DatagramPacket,"setData(byte[] buf, int offset, int length)",void
DatagramPacket,setLength(int length),void
DatagramPacket,setPort(int iport),void
DatagramPacket,setSocketAddress(SocketAddress address),void
DatagramSocket,bind(SocketAddress addr),void
DatagramSocket,close(),void
DatagramSocket,"connect(InetAddress address, int port)",void
DatagramSocket,connect(SocketAddress addr),void
DatagramSocket,disconnect(),void
DatagramSocket,getBroadcast(),boolean
DatagramSocket,getChannel(),DatagramChannel
DatagramSocket,getInetAddress(),InetAddress
DatagramSocket,getLocalAddress(),InetAddress
DatagramSocket,getLocalPort(),int
DatagramSocket,getLocalSocketAddress(),SocketAddress
DatagramSocket,getPort(),int
DatagramSocket,getReceiveBufferSize(),int
DatagramSocket,getRemoteSocketAddress(),SocketAddress
DatagramSocket,getReuseAddress(),boolean
DatagramSocket,getSendBufferSize(),int
DatagramSocket,getSoTimeout(),int
DatagramSocket,getTrafficClass(),int
DatagramSocket,isBound(),boolean
DatagramSocket,isClosed(),boolean
DatagramSocket,isConnected(),boolean
DatagramSocket,receive(DatagramPacket p),void
DatagramSocket,send(DatagramPacket p),void
DatagramSocket,setBroadcast(boolean on),void
DatagramSocket,setDatagramSocketImplFactory(DatagramSocketImplFactory fac),static void
DatagramSocket,setReceiveBufferSize(int size),void
