FileName,Compilable,Runnable,Correct
Authenticator_1,True,True,True
Authenticator_2,True,True,True
Authenticator_4,True,True,True
CacheRequest_4,False,False,False
CookieHandler_1,True,True,True
CookieHandler_2,True,True,True
DatagramPacket_5,True,True,True
DatagramPacket_6,True,False,False
DatagramPacket_7,True,True,True
DatagramPacket_8,True,True,True
DatagramPacket_11,True,True,True
DatagramPacket_12,True,True,True
HttpCookie_1,True,True,True
HttpCookie_2,True,True,True
HttpCookie_3,True,True,True
HttpCookie_4,True,True,True
HttpURLConnection_1,True,True,True
HttpURLConnection_2,True,True,True
HttpURLConnection_4,True,True,True
HttpURLConnection_10,True,True,True
IDN_1,True,True,True
IDN_2,True,True,True
IDN_3,True,True,True
IDN_4,True,True,True
InetAddress_1,True,True,True
InetAddress_2,True,True,True
InetAddress_3,True,True,True
InetAddress_4,True,True,True
InetAddress_5,True,True,True
InetSocketAddress_2,False,False,False
InetSocketAddress_3,True,True,True
InetSocketAddress_5,True,True,True
InterfaceAddress_2,False,False,False
JarURLConnection_2,True,True,True
JarURLConnection_3,True,False,False
JarURLConnection_4,True,False,False
JarURLConnection_5,True,False,False
JarURLConnection_8,True,True,True
JarURLConnection_9,True,False,False
JarURLConnection_10,True,False,False
JarURLConnection_11,True,False,False
JarURLConnection_14,True,True,True
JarURLConnection_15,True,False,False
JarURLConnection_16,True,False,False
JarURLConnection_17,True,False,False
JarURLConnection_20,True,True,True
MulticastSocket_3,True,False,False
MulticastSocket_4,True,False,False
MulticastSocket_5,True,True,True
Proxy_8,True,True,True
Proxy_10,True,False,False
ProxySelector_1,True,True,True
ProxySelector_2,True,True,True
ProxySelector_3,True,True,True
ServerSocket_4,True,False,False
ServerSocket_5,True,True,True
ServerSocket_6,True,True,True
ServerSocket_7,True,True,True
ServerSocket_8,True,True,True
ServerSocket_10,True,True,True
ServerSocket_12,True,True,True
ServerSocket_14,True,True,True
ServerSocket_17,True,True,True
ServerSocket_18,True,True,True
ServerSocket_19,True,True,True
ServerSocket_20,True,True,True
Socket_3,True,False,False
Socket_4,True,False,False
Socket_5,True,True,True
Socket_6,True,False,False
Socket_7,True,False,False
Socket_8,True,True,True
Socket_9,True,True,True
Socket_10,True,True,True
Socket_11,True,True,True
Socket_12,True,True,True
Socket_13,True,False,False
Socket_14,True,True,True
Socket_15,True,True,True
Socket_16,False,False,False
Socket_17,True,False,False
Socket_18,True,True,True
Socket_19,True,False,False
Socket_20,True,False,False
Socket_21,True,False,False
Socket_22,True,True,True
Socket_23,True,False,False
Socket_24,True,True,True
Socket_25,True,False,False
Socket_26,False,False,False
Socket_27,True,False,False
Socket_28,True,False,False
Socket_29,True,True,True
Socket_30,True,True,True
Socket_33,True,False,False
Socket_35,True,True,True
Socket_36,True,True,True
Socket_37,True,False,False
Socket_38,True,True,True
Socket_39,True,True,True
Socket_40,False,False,False
Socket_41,True,False,False
Socket_42,True,True,True
Socket_43,True,False,False
Socket_44,True,False,False
Socket_45,True,False,False
Socket_46,True,True,True
Socket_47,True,False,False
Socket_48,True,True,True
Socket_49,False,False,False
Socket_50,True,False,False
Socket_51,True,False,False
SocketImpl_3,False,False,False
SocketPermission_14,True,True,True
SocketPermission_15,True,True,True
SocketPermission_17,True,True,True
URL_3,True,True,True
URL_4,True,True,True
URLConnection_1,True,True,True
URLConnection_2,True,True,True
URLConnection_3,True,True,True
URLConnection_4,True,True,True
URLConnection_5,True,True,True
URLDecoder_1,False,False,False
URLDecoder_5,True,True,True
URLDecoder_6,False,False,False
URLDecoder_8,True,True,True
URLDecoder_10,False,False,False
URLDecoder_12,True,True,True
URLDecoder_14,False,False,False
URLDecoder_16,True,True,True
URLDecoder_18,False,False,False
URLDecoder_20,True,True,True
URLEncoder_1,True,True,True
URLEncoder_2,True,True,True
URLPermission_1,True,True,True
URLPermission_2,True,True,True
URLPermission_3,True,True,True
URLPermission_4,True,True,True
