FileName,UsedPackage
Boolean_1,True
Boolean_2,True
Boolean_3,True
Byte_1,True
Byte_2,True
Byte_5,True
Character_1,True
Character_2,True
Character_3,True
Character_4,True
Character_5,True
ClassLoader_4,True
ClassLoader_5,True
Double_5,True
Double_6,True
Double_10,True
Double_14,True
Float_2,True
Float_3,True
Float_4,True
Float_5,False
Integer_1,True
Integer_2,True
Integer_3,False
Integer_4,True
Integer_5,True
Math_1,True
Math_2,True
Math_3,True
Math_4,True
Math_5,True
Math_6,True
Math_7,True
Math_9,True
Math_10,True
Math_11,True
Math_12,True
Math_13,True
Math_14,True
Math_15,True
Math_16,True
Math_17,True
Math_18,True
Math_20,True
Math_21,True
Math_22,True
Math_23,True
Math_25,True
Math_26,True
Math_27,True
Math_28,True
Math_29,True
Math_30,True
Math_31,True
Math_32,True
Math_33,True
Math_34,True
Math_35,True
Math_36,True
Math_37,True
Math_38,True
Math_39,True
Math_40,True
Number_1,False
Number_2,False
Number_3,False
Number_4,False
Number_5,True
Number_6,False
Process_4,True
Process_5,True
ProcessBuilder_3,True
ProcessBuilder_5,True
ProcessBuilder_7,True
ProcessBuilder_11,True
ProcessBuilder_12,True
ProcessBuilder_13,True
ProcessBuilder_15,True
ProcessBuilder_25,True
ProcessBuilder.Redirect_3,False
SecurityManager_1,True
SecurityManager_2,True
SecurityManager_3,True
SecurityManager_4,True
SecurityManager_5,True
StackTraceElement_1,True
StackTraceElement_2,True
StackTraceElement_3,True
StackTraceElement_4,True
StackTraceElement_6,True
StrictMath_1,True
StrictMath_2,True
StrictMath_3,True
StrictMath_4,True
StrictMath_5,True
String_1,True
String_2,True
String_3,True
String_4,True
String_5,True
StringBuffer_1,True
StringBuffer_2,True
StringBuffer_3,True
StringBuffer_4,True
StringBuffer_5,True
StringBuilder_1,True
StringBuilder_2,True
StringBuilder_3,True
StringBuilder_4,True
StringBuilder_5,True
System_1,True
System_2,True
System_3,True
System_4,True
System_5,True
Thread_1,True
Thread_2,True
Thread_3,True
Thread_4,True
Thread_5,True
ThreadGroup_1,True
ThreadGroup_2,True
ThreadGroup_5,True
ThreadLocal_1,True
ThreadLocal_2,True
ThreadLocal_3,True
ThreadLocal_5,True
Throwable_1,False
Throwable_2,False
Throwable_5,False
