FileName,Compilable,Runnable,Correct
Boolean_1,True,False,False
Boolean_2,True,True,True
Boolean_3,True,True,True
Byte_1,True,True,True
Byte_2,True,True,True
Byte_5,True,True,True
Character_1,True,True,True
Character_2,True,True,True
Character_3,True,True,True
Character_4,True,True,True
Character_5,True,True,True
ClassLoader_4,False,False,False
ClassLoader_5,False,False,False
Double_5,True,True,True
Double_6,True,True,True
Double_10,True,True,True
Double_14,True,True,True
Float_2,True,True,True
Float_3,True,True,True
Float_4,True,True,True
Integer_1,True,True,True
Integer_2,True,True,True
Integer_4,True,True,True
Integer_5,True,True,True
Math_1,True,True,True
Math_2,True,True,True
Math_3,True,True,True
Math_4,True,True,True
Math_5,True,True,True
Math_6,True,True,True
Math_7,True,True,True
Math_9,True,True,True
Math_10,True,True,True
Math_11,True,True,True
Math_12,True,True,True
Math_13,True,True,True
Math_14,True,True,True
Math_15,True,True,True
Math_16,True,True,True
Math_17,True,True,True
Math_18,True,True,True
Math_20,True,True,True
Math_21,True,True,True
Math_22,True,True,True
Math_23,True,True,True
Math_25,True,True,True
Math_26,True,True,True
Math_27,True,True,True
Math_28,True,True,True
Math_29,True,True,True
Math_30,True,True,True
Math_31,True,True,True
Math_32,True,True,True
Math_33,True,True,True
Math_34,True,True,True
Math_35,True,True,True
Math_36,True,True,True
Math_37,True,True,True
Math_38,True,True,True
Math_39,True,True,True
Math_40,True,True,True
Number_5,True,True,True
Process_4,True,True,True
Process_5,False,False,False
ProcessBuilder_3,True,False,False
ProcessBuilder_5,True,False,False
ProcessBuilder_7,True,False,False
ProcessBuilder_11,True,False,False
ProcessBuilder_12,True,True,True
ProcessBuilder_13,True,True,True
ProcessBuilder_15,True,True,True
ProcessBuilder_25,True,False,False
SecurityManager_1,True,False,False
SecurityManager_2,False,False,False
SecurityManager_3,True,False,False
SecurityManager_4,True,False,False
SecurityManager_5,True,False,False
StackTraceElement_1,True,True,True
StackTraceElement_2,True,True,True
StackTraceElement_3,True,True,True
StackTraceElement_4,True,True,True
StackTraceElement_6,True,True,True
StrictMath_1,True,True,True
StrictMath_2,True,True,True
StrictMath_3,True,True,True
StrictMath_4,True,True,True
StrictMath_5,True,True,True
String_1,True,True,True
String_2,True,True,True
String_3,True,True,True
String_4,True,True,True
String_5,True,True,True
StringBuffer_1,True,True,True
StringBuffer_2,True,True,True
StringBuffer_3,True,True,True
StringBuffer_4,True,True,True
StringBuffer_5,True,True,True
StringBuilder_1,True,True,True
StringBuilder_2,True,True,True
StringBuilder_3,True,True,True
StringBuilder_4,True,True,True
StringBuilder_5,True,True,True
System_1,True,True,True
System_2,True,True,True
System_3,True,True,True
System_4,True,True,True
System_5,True,True,True
Thread_1,True,True,True
Thread_2,False,False,False
Thread_3,True,True,True
Thread_4,True,True,True
Thread_5,True,True,True
ThreadGroup_1,True,True,True
ThreadGroup_2,True,True,True
ThreadGroup_5,True,True,True
ThreadLocal_1,True,True,True
ThreadLocal_2,True,True,True
ThreadLocal_3,True,True,True
ThreadLocal_5,True,True,True
