ClassName,Method,Return Type
AbstractOwnableSynchronizer,getExclusiveOwnerThread(),protected Thread
AbstractOwnableSynchronizer,setExclusiveOwnerThread(Thread thread),protected void
AbstractQueuedLongSynchronizer,acquire(long arg),void
AbstractQueuedLongSynchronizer,acquireInterruptibly(long arg),void
AbstractQueuedLongSynchronizer,acquireShared(long arg),void
AbstractQueuedLongSynchronizer,acquireSharedInterruptibly(long arg),void
AbstractQueuedLongSynchronizer,"compareAndSetState(long expect, long update)",protected boolean
AbstractQueuedLongSynchronizer,getExclusiveQueuedThreads(),Collection<Thread>
AbstractQueuedLongSynchronizer,getFirstQueuedThread(),Thread
AbstractQueuedLongSynchronizer,getQueuedThreads(),Collection<Thread>
AbstractQueuedLongSynchronizer,getQueueLength(),int
AbstractQueuedLongSynchronizer,getSharedQueuedThreads(),Collection<Thread>
AbstractQueuedLongSynchronizer,getState(),protected long
AbstractQueuedLongSynchronizer,getWaitingThreads(AbstractQueuedLongSynchronizer.ConditionObject condition),Collection<Thread>
AbstractQueuedLongSynchronizer,getWaitQueueLength(AbstractQueuedLongSynchronizer.ConditionObject condition),int
AbstractQueuedLongSynchronizer,hasContended(),boolean
AbstractQueuedLongSynchronizer,hasQueuedPredecessors(),boolean
AbstractQueuedLongSynchronizer,hasQueuedThreads(),boolean
AbstractQueuedLongSynchronizer,hasWaiters(AbstractQueuedLongSynchronizer.ConditionObject condition),boolean
AbstractQueuedLongSynchronizer,isHeldExclusively(),protected boolean
AbstractQueuedLongSynchronizer,isQueued(Thread thread),boolean
AbstractQueuedLongSynchronizer,owns(AbstractQueuedLongSynchronizer.ConditionObject condition),boolean
AbstractQueuedLongSynchronizer,release(long arg),boolean
AbstractQueuedLongSynchronizer,releaseShared(long arg),boolean
AbstractQueuedLongSynchronizer,setState(long newState),protected void
AbstractQueuedLongSynchronizer,toString(),String
AbstractQueuedLongSynchronizer,tryAcquire(long arg),protected boolean
AbstractQueuedLongSynchronizer,"tryAcquireNanos(long arg, long nanosTimeout)",boolean
AbstractQueuedLongSynchronizer,tryAcquireShared(long arg),protected long
AbstractQueuedLongSynchronizer,"tryAcquireSharedNanos(long arg, long nanosTimeout)",boolean
AbstractQueuedLongSynchronizer,tryRelease(long arg),protected boolean
AbstractQueuedLongSynchronizer,tryReleaseShared(long arg),protected boolean
AbstractQueuedSynchronizer,acquire(int arg),void
AbstractQueuedSynchronizer,acquireInterruptibly(int arg),void
AbstractQueuedSynchronizer,acquireShared(int arg),void
AbstractQueuedSynchronizer,acquireSharedInterruptibly(int arg),void
AbstractQueuedSynchronizer,"compareAndSetState(int expect, int update)",protected boolean
AbstractQueuedSynchronizer,getExclusiveQueuedThreads(),Collection<Thread>
AbstractQueuedSynchronizer,getFirstQueuedThread(),Thread
AbstractQueuedSynchronizer,getQueuedThreads(),Collection<Thread>
AbstractQueuedSynchronizer,getQueueLength(),int
AbstractQueuedSynchronizer,getSharedQueuedThreads(),Collection<Thread>
AbstractQueuedSynchronizer,getState(),protected int
AbstractQueuedSynchronizer,getWaitingThreads(AbstractQueuedSynchronizer.ConditionObject condition),Collection<Thread>
AbstractQueuedSynchronizer,getWaitQueueLength(AbstractQueuedSynchronizer.ConditionObject condition),int
AbstractQueuedSynchronizer,hasContended(),boolean
AbstractQueuedSynchronizer,hasQueuedPredecessors(),boolean
AbstractQueuedSynchronizer,hasQueuedThreads(),boolean
AbstractQueuedSynchronizer,hasWaiters(AbstractQueuedSynchronizer.ConditionObject condition),boolean
AbstractQueuedSynchronizer,isHeldExclusively(),protected boolean
AbstractQueuedSynchronizer,isQueued(Thread thread),boolean
AbstractQueuedSynchronizer,owns(AbstractQueuedSynchronizer.ConditionObject condition),boolean
AbstractQueuedSynchronizer,release(int arg),boolean
AbstractQueuedSynchronizer,releaseShared(int arg),boolean
AbstractQueuedSynchronizer,setState(int newState),protected void
AbstractQueuedSynchronizer,toString(),String
AbstractQueuedSynchronizer,tryAcquire(int arg),protected boolean
AbstractQueuedSynchronizer,"tryAcquireNanos(int arg, long nanosTimeout)",boolean
AbstractQueuedSynchronizer,tryAcquireShared(int arg),protected int
AbstractQueuedSynchronizer,"tryAcquireSharedNanos(int arg, long nanosTimeout)",boolean
AbstractQueuedSynchronizer,tryRelease(int arg),protected boolean
AbstractQueuedSynchronizer,tryReleaseShared(int arg),protected boolean
LockSupport,getBlocker(Thread t),static Object
LockSupport,park(),static void
LockSupport,park(Object blocker),static void
LockSupport,parkNanos(long nanos),static void
LockSupport,"parkNanos(Object blocker, long nanos)",static void
