FileName,UsedPackage
Arc2D_2,True
Arc2D_3,True
Arc2D_5,True
Arc2D_Double_2,True
Arc2D_Double_3,True
Arc2D_Double_4,True
Arc2D_Double_5,True
Arc2D_Float_17,True
Area_2,True
Area_3,True
Area_4,True
CubicCurve2D_2,True
CubicCurve2D_3,True
CubicCurve2D_4,True
CubicCurve2D_5,True
CubicCurve2D_6,True
CubicCurve2D_7,True
CubicCurve2D_8,True
CubicCurve2D_9,True
CubicCurve2D_Double_2,True
CubicCurve2D_Double_3,True
CubicCurve2D_Double_4,True
CubicCurve2D_Double_5,True
CubicCurve2D_Double_6,True
CubicCurve2D_Double_7,True
CubicCurve2D_Double_8,True
CubicCurve2D_Double_9,True
CubicCurve2D_Double_10,True
CubicCurve2D_Float_10,True
Dimension2D_1,True
Dimension2D_2,True
Dimension2D_3,False
Dimension2D_4,False
Dimension2D_5,False
Ellipse2D_3,True
Ellipse2D_4,True
FlatteningPathIterator_2,True
FlatteningPathIterator_3,True
FlatteningPathIterator_4,True
FlatteningPathIterator_5,True
Line2D_3,True
Line2D_4,True
Line2D_5,True
Line2D_6,True
Line2D_Double_1,True
Line2D_Double_2,True
Line2D_Double_3,True
Line2D_Double_4,True
Line2D_Double_5,True
Path2D_Double_12,True
Point2D_1,True
Point2D_3,True
Point2D_5,True
Point2D_6,True
Point2D_7,True
Point2D_8,True
Point2D_9,True
Point2D_10,True
Point2D_Double_1,True
Point2D_Double_2,True
Point2D_Double_3,True
Point2D_Float_3,True
QuadCurve2D_1,True
QuadCurve2D_2,True
QuadCurve2D_3,True
QuadCurve2D_4,True
QuadCurve2D_5,True
QuadCurve2D_6,True
QuadCurve2D_7,True
QuadCurve2D_Double_1,True
QuadCurve2D_Double_3,True
QuadCurve2D_Double_4,True
QuadCurve2D_Double_5,True
QuadCurve2D_Double_6,True
QuadCurve2D_Float_1,True
QuadCurve2D_Float_3,True
QuadCurve2D_Float_4,True
QuadCurve2D_Float_5,True
QuadCurve2D_Float_6,True
Rectangle2D_7,True
Rectangle2D_9,True
Rectangle2D_11,True
Rectangle2D_13,True
Rectangle2D_Double_3,True
Rectangle2D_Double_4,True
Rectangle2D_Double_5,True
Rectangle2D_Double_6,True
Rectangle2D_Double_11,True
Rectangle2D_Double_12,True
RectangularShape_3,True
RectangularShape_6,True
RoundRectangle2D_2,True
RoundRectangle2D_3,True
RoundRectangle2D_8,True
RoundRectangle2D_10,True
RoundRectangle2D_15,True
RoundRectangle2D_Double_2,True
RoundRectangle2D_Double_3,True
RoundRectangle2D_Double_4,True
RoundRectangle2D_Double_5,True
RoundRectangle2D_Double_6,True
RoundRectangle2D_Double_7,True
RoundRectangle2D_Float_4,True
