Sample Number,ClassName,Snippet Number,Method,Exist
0,AffineTransform,1,"AffineTransform createTranslateInstance(double tx, double ty)",False
0,AffineTransform,2,"AffineTransform createScaleInstance(double sx, double sy)",False
0,AffineTransform,3,AffineTransform createRotateInstance(double radians),False
0,AffineTransform,4,"AffineTransform createShearInstance(double shx, double shy)",False
0,AffineTransform,5,void concat(AffineTransform at),False
1,Arc2D,1,"void setArc(double x, double y, double w, double h, double start, double extent)",False
1,Arc2D,2,"void setFrame(double x, double y, double w, double h)",True
1,Arc2D,3,"boolean contains(double x, double y)",True
1,Arc2D,4,boolean contains(Point2D p),False
1,Arc2D,5,"boolean intersects(double x, double y, double w, double h)",True
2,Arc2D.Double,1,"Arc2D.Double(double x, double y, double w, double h, double start, double arc)",False
2,Arc2D.Double,2,double getX(),True
2,Arc2D.Double,3,double getY(),True
2,Arc2D.Double,4,double getWidth(),True
2,Arc2D.Double,5,double getHeight(),True
2,Arc2D.Double,6,double getStartAngle(),False
2,Arc2D.Double,7,double getArcAngle(),False
2,Arc2D.Double,8,"void setFrame(double x, double y, double w, double h)",False
2,Arc2D.Double,9,"void setAngles(double start, double arc)",False
2,Arc2D.Double,10,"boolean contains(double x, double y)",False
3,Arc2D.Float,1,"Arc2D.Float(float x, float y, float w, float h, float start, float arc)",False
3,Arc2D.Float,2,"boolean contains(double x, double y)",False
3,Arc2D.Float,3,boolean contains(Point2D p),False
3,Arc2D.Float,4,boolean contains(Rectangle2D r),False
3,Arc2D.Float,5,"boolean contains(double x, double y, double w, double h)",False
3,Arc2D.Float,6,boolean contains(Rectangle r),False
3,Arc2D.Float,7,boolean contains(Arc2D a),False
3,Arc2D.Float,8,"boolean contains(double x, double y, double w, double h, double start, double arc)",False
3,Arc2D.Float,9,"boolean containsArc(double x, double y, double w, double h, double start, double arc)",False
3,Arc2D.Float,10,boolean containsArc(Arc2D a),False
3,Arc2D.Float,11,"boolean intersects(double x, double y, double w, double h)",False
3,Arc2D.Float,12,boolean intersects(Rectangle2D r),False
3,Arc2D.Float,13,"boolean intersects(double x, double y, double w, double h, double start, double arc)",False
3,Arc2D.Float,14,boolean intersects(Arc2D a),False
3,Arc2D.Float,15,"boolean intersectsLine(double x1, double y1, double x2, double y2)",False
3,Arc2D.Float,16,boolean intersects(Line2D l),False
3,Arc2D.Float,17,boolean isEmpty(),True
3,Arc2D.Float,18,"void setArcByPoint(Point2D p1, Point2D p2, Point2D p3)",False
3,Arc2D.Float,19,"void setArcByPoints(double x1, double y1, double x2, double y2, double x3, double y3)",False
3,Arc2D.Float,20,"void setArc(double x, double y, double w, double h, double start, double arc)",False
4,Area,1,boolean contains(Shape s),False
4,Area,2,"boolean contains(double x, double y)",True
4,Area,3,"boolean contains(double x, double y, double w, double h)",True
4,Area,4,boolean contains(Rectangle2D r),True
4,Area,5,boolean contains(Area a),False
5,CubicCurve2D,1,"CubicCurve2D(double x1, double y1, double ctrlX1, double ctrlY1, double ctrlX2, double ctrlY2, double x2, double y2)",False
5,CubicCurve2D,2,double getCtrlX1(),True
5,CubicCurve2D,3,double getCtrlY1(),True
5,CubicCurve2D,4,double getCtrlX2(),True
5,CubicCurve2D,5,double getCtrlY2(),True
5,CubicCurve2D,6,double getX1(),True
5,CubicCurve2D,7,double getY1(),True
5,CubicCurve2D,8,double getX2(),True
5,CubicCurve2D,9,double getY2(),True
5,CubicCurve2D,10,double getPathIterator(AffineTransform at),False
6,CubicCurve2D.Double,1,"CubicCurve2D.Double(double x1, double y1, double ctrlX1, double ctrlY1, double ctrlX2, double ctrlY2, double x2, double y2)",False
6,CubicCurve2D.Double,2,double getCtrlX1(),True
6,CubicCurve2D.Double,3,double getCtrlY1(),True
6,CubicCurve2D.Double,4,double getCtrlX2(),True
6,CubicCurve2D.Double,5,double getCtrlY2(),True
6,CubicCurve2D.Double,6,double getX1(),True
6,CubicCurve2D.Double,7,double getY1(),True
6,CubicCurve2D.Double,8,double getX2(),True
6,CubicCurve2D.Double,9,double getY2(),True
6,CubicCurve2D.Double,10,"void setCurve(double x1, double y1, double ctrlX1, double ctrlY1, double ctrlX2, double ctrlY2, double x2, double y2)",True
7,CubicCurve2D.Float,1,"CubicCurve2D.Float(float x1, float y1, float x2, float y2, float x3, float y3, float x4, float y4)",False
7,CubicCurve2D.Float,2,float getCtrlX1(),False
7,CubicCurve2D.Float,3,float getCtrlY1(),False
7,CubicCurve2D.Float,4,float getCtrlX2(),False
7,CubicCurve2D.Float,5,float getCtrlY2(),False
7,CubicCurve2D.Float,6,float getEndX(),False
7,CubicCurve2D.Float,7,float getEndY(),False
7,CubicCurve2D.Float,8,float getStartX(),False
7,CubicCurve2D.Float,9,float getStartY(),False
7,CubicCurve2D.Float,10,"void setCurve(float x1, float y1, float x2, float y2, float x3, float y3, float x4, float y4)",True
8,Dimension2D,1,double getHeight(),True
8,Dimension2D,2,double getWidth(),True
8,Dimension2D,3,"void setSize(double width, double height)",True
8,Dimension2D,4,void setSize(Dimension2D d),True
8,Dimension2D,5,"void setSize(double width, double height)",True
9,Ellipse2D,1,boolean contains(Point2D p),False
9,Ellipse2D,2,boolean contains(Rectangle2D r),False
9,Ellipse2D,3,"boolean contains(double x, double y)",True
9,Ellipse2D,4,"boolean contains(double x, double y, double w, double h)",True
9,Ellipse2D,5,boolean intersects(Rectangle2D r),False
10,Ellipse2D.Double,1,"boolean contains(double x, double y)",False
10,Ellipse2D.Double,2,boolean contains(Point2D p),False
10,Ellipse2D.Double,3,boolean contains(Rectangle2D r),False
10,Ellipse2D.Double,4,boolean contains(Ellipse2D e),False
10,Ellipse2D.Double,5,"boolean intersects(double x, double y, double w, double h)",False
11,Ellipse2D.Float,1,"boolean contains(double x, double y)",False
11,Ellipse2D.Float,2,boolean contains(Point2D p),False
11,Ellipse2D.Float,3,boolean contains(Rectangle2D r),False
11,Ellipse2D.Float,4,boolean contains(Ellipse2D e),False
11,Ellipse2D.Float,5,"boolean intersects(double x, double y, double w, double h)",False
12,FlatteningPathIterator,1,boolean hasNext(),False
12,FlatteningPathIterator,2,void next(),True
12,FlatteningPathIterator,3,int currentSegment(float[] coords),True
12,FlatteningPathIterator,4,int getWindingRule(),True
12,FlatteningPathIterator,5,boolean isDone(),True
13,GeneralPath,1,"boolean GeneralPath.contains(double x, double y)",False
13,GeneralPath,2,boolean GeneralPath.contains(Rectangle2D r),False
13,GeneralPath,3,boolean GeneralPath.contains(Point2D p),False
13,GeneralPath,4,boolean GeneralPath.contains(GeneralPath p),False
13,GeneralPath,5,"boolean GeneralPath.contains(double x, double y, double w, double h)",False
14,Line2D,1,double getP1(),False
14,Line2D,2,double getP2(),False
14,Line2D,3,double getX1(),True
14,Line2D,4,double getY1(),True
14,Line2D,5,double getX2(),True
14,Line2D,6,double getY2(),True
14,Line2D,7,double getSlope(),False
14,Line2D,8,"double getSlope(double x1, double y1, double x2, double y2)",False
14,Line2D,9,"double getSlope(Point2D p1, Point2D p2)",False
14,Line2D,10,"double getSlope(double x1, double y1, double x2, double y2, double x3, double y3)",False
14,Line2D,11,"double getSlope(Point2D p1, Point2D p2, Point2D p3)",False
14,Line2D,12,"double getSlope(double x1, double y1, double x2, double y2, double x3, double y3, double x4, double y4)",False
14,Line2D,13,"double getSlope(Point2D p1, Point2D p2, Point2D p3, Point2D p4)",False
14,Line2D,14,"double getSlope(double x1, double y1, double x2, double y2, double x3, double y3, double x4, double y4, double x5, double y5)",False
14,Line2D,15,"double getSlope(Point2D p1, Point2D p2, Point2D p3, Point2D p4, Point2D p5)",False
15,Line2D.Double,1,double getX1(),True
15,Line2D.Double,2,double getY1(),True
15,Line2D.Double,3,double getX2(),True
15,Line2D.Double,4,double getY2(),True
15,Line2D.Double,5,"void setLine(double x1, double y1, double x2, double y2)",True
16,Line2D.Float,1,boolean contains(Point2D p),False
16,Line2D.Float,2,boolean contains(Rectangle2D r),False
16,Line2D.Float,3,boolean contains(Line2D l),False
16,Line2D.Float,4,"boolean contains(double x, double y)",False
16,Line2D.Float,5,"boolean contains(double x1, double y1, double x2, double y2)",False
17,Path2D,1,boolean add(E e),False
17,Path2D,2,"boolean add(int index, E e)",False
17,Path2D,3,void clear(),False
17,Path2D,4,boolean contains(Object o),False
17,Path2D,5,boolean containsAll(Collection<?> c),False
17,Path2D,6,boolean equals(Object o),False
17,Path2D,7,E get(int index),False
17,Path2D,8,int indexOf(Object o),False
17,Path2D,9,boolean isEmpty(),False
17,Path2D,10,int lastIndexOf(Object o),False
17,Path2D,11,ListIterator<E> listIterator(),False
17,Path2D,12,ListIterator<E> listIterator(int index),False
17,Path2D,13,boolean remove(Object o),False
17,Path2D,14,E remove(int index),False
17,Path2D,15,boolean removeAll(Collection<?> c),False
17,Path2D,16,boolean retainAll(Collection<?> c),False
17,Path2D,17,"E set(int index, E element)",False
17,Path2D,18,int size(),False
17,Path2D,19,"List<E> subList(int fromIndex, int toIndex)",False
17,Path2D,20,Object[] toArray(),False
17,Path2D,21,<T> T[] toArray(T[] a),False
18,Path2D.Double,1,boolean add(E e),False
18,Path2D.Double,2,"boolean add(int index, E element)",False
