FileName,Compilable,Runnable,Correct
AtomicBoolean_2,True,True,True
AtomicBoolean_3,True,True,True
AtomicBoolean_4,True,True,True
AtomicBoolean_5,True,False,False
AtomicInteger_1,True,True,True
AtomicInteger_2,True,True,True
AtomicInteger_3,True,True,True
AtomicInteger_4,True,True,True
AtomicInteger_5,True,True,True
AtomicIntegerArray_2,True,True,True
AtomicIntegerArray_3,True,True,True
AtomicIntegerArray_4,True,True,True
AtomicIntegerArray_5,True,True,True
AtomicIntegerArray_6,True,True,True
AtomicIntegerArray_7,True,True,True
AtomicIntegerArray_8,True,True,True
AtomicIntegerArray_9,True,True,True
AtomicIntegerArray_10,True,True,True
AtomicIntegerArray_11,True,True,True
AtomicIntegerArray_12,True,True,True
AtomicIntegerArray_13,True,False,False
AtomicLong_2,True,True,True
AtomicLong_3,True,True,True
AtomicLong_4,True,True,True
AtomicLong_5,True,True,True
AtomicLong_6,True,True,True
AtomicLong_7,True,True,True
AtomicLong_8,True,True,True
AtomicLong_9,True,True,True
AtomicLong_10,True,True,True
AtomicLong_11,True,True,True
AtomicLong_12,True,True,True
AtomicLong_13,True,True,True
AtomicLong_14,True,True,True
AtomicLong_15,True,True,True
AtomicLongArray_3,True,True,True
AtomicLongArray_4,True,True,True
AtomicLongArray_5,True,True,True
AtomicLongFieldUpdater_2,True,True,True
AtomicLongFieldUpdater_3,True,True,True
AtomicLongFieldUpdater_4,True,True,True
AtomicLongFieldUpdater_5,False,False,False
AtomicLongFieldUpdater_6,True,True,True
AtomicLongFieldUpdater_7,True,True,True
AtomicLongFieldUpdater_8,True,True,True
AtomicLongFieldUpdater_9,True,True,True
AtomicLongFieldUpdater_10,True,True,True
AtomicLongFieldUpdater_11,True,True,True
AtomicMarkableReference_2,True,True,True
AtomicMarkableReference_3,True,True,True
AtomicMarkableReference_4,True,True,True
AtomicMarkableReference_5,True,True,True
AtomicReference_2,True,True,True
AtomicReference_3,True,True,True
AtomicReference_4,True,True,True
AtomicReference_5,True,True,True
AtomicStampedReference_2,True,True,True
AtomicStampedReference_3,False,False,False
AtomicStampedReference_4,True,True,True
AtomicStampedReference_5,True,True,True
DoubleAccumulator_2,True,True,True
DoubleAccumulator_3,True,True,True
DoubleAdder_2,True,True,True
DoubleAdder_4,True,True,True
DoubleAdder_5,True,True,True
LongAccumulator_2,True,True,True
LongAccumulator_3,True,True,True
LongAccumulator_4,True,True,True
LongAdder_2,True,True,True
LongAdder_3,True,True,True
