FileName,Compilable,Runnable,Correct
AbstractPreferences_3,False,False,False
Preferences_1,True,False,False
Preferences_2,True,True,True
Preferences_3,True,True,True
Preferences_4,True,True,True
Preferences_5,True,True,True
Preferences_6,True,True,True
Preferences_7,True,True,True
Preferences_8,True,True,True
Preferences_9,True,True,True
Preferences_10,True,True,True
Preferences_11,True,True,True
Preferences_12,True,True,True
Preferences_13,True,True,True
Preferences_14,True,True,True
Preferences_17,False,False,False
Preferences_18,False,False,False
Preferences_20,False,False,False
Preferences_22,False,False,False
Preferences_24,False,False,False
Preferences_25,False,False,False
