ClassName,URL
AccessibleObject,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/AccessibleObject.html
Array,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Array.html
Constructor,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Constructor.html
Executable,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Executable.html
Field,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Field.html
Method,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Method.html
Modifier,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Modifier.html
Parameter,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Parameter.html
Proxy,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/Proxy.html
ReflectPermission,https://docs.oracle.com/javase/8/docs/api/java/lang/reflect/ReflectPermission.html
