FileName,UsedPackage
DESedeKeySpec_2,True
DESKeySpec_2,True
DHParameterSpec_2,True
DHParameterSpec_3,False
DHParameterSpec_4,False
DHPrivateKeySpec_1,True
DHPrivateKeySpec_2,True
DHPrivateKeySpec_3,True
DHPublicKeySpec_2,False
DHPublicKeySpec_3,True
DHPublicKeySpec_4,True
GCMParameterSpec_2,True
GCMParameterSpec_3,True
IvParameterSpec_2,True
OAEPParameterSpec_2,True
PBEKeySpec_2,True
PBEKeySpec_3,True
PBEKeySpec_4,True
PBEKeySpec_5,True
PBEParameterSpec_1,True
PBEParameterSpec_2,True
RC2ParameterSpec_4,True
RC2ParameterSpec_5,True
RC5ParameterSpec_2,True
SecretKeySpec_2,True
SecretKeySpec_3,True
SecretKeySpec_4,True
