ClassName,Method,Return Type
Cipher,doFinal(),byte[]
Cipher,doFinal(byte[] input),byte[]
Cipher,"doFinal(byte[] output, int outputOffset)",int
Cipher,"doFinal(byte[] input, int inputOffset, int inputLen)",byte[]
Cipher,"doFinal(byte[] input, int inputOffset, int inputLen, byte[] output)",int
Cipher,"doFinal(byte[] input, int inputOffset, int inputLen, byte[] output, int outputOffset)",int
Cipher,"doFinal(ByteBuffer input, ByteBuffer output)",int
Cipher,getAlgorithm(),String
Cipher,getBlockSize(),int
Cipher,getExemptionMechanism(),ExemptionMechanism
Cipher,getInstance(String transformation),static Cipher
Cipher,"getInstance(String transformation, Provider provider)",static Cipher
Cipher,"getInstance(String transformation, String provider)",static Cipher
Cipher,getIV(),byte[]
Cipher,getMaxAllowedKeyLength(String transformation),static int
Cipher,getMaxAllowedParameterSpec(String transformation),static AlgorithmParameterSpec
Cipher,getOutputSize(int inputLen),int
Cipher,getParameters(),AlgorithmParameters
Cipher,getProvider(),Provider
Cipher,"init(int opmode, Certificate certificate)",void
Cipher,"init(int opmode, Certificate certificate, SecureRandom random)",void
Cipher,"init(int opmode, Key key)",void
Cipher,"init(int opmode, Key key, AlgorithmParameters params)",void
Cipher,"init(int opmode, Key key, AlgorithmParameterSpec params)",void
Cipher,"init(int opmode, Key key, AlgorithmParameterSpec params, SecureRandom random)",void
Cipher,"init(int opmode, Key key, AlgorithmParameters params, SecureRandom random)",void
Cipher,"init(int opmode, Key key, SecureRandom random)",void
Cipher,"unwrap(byte[] wrappedKey, String wrappedKeyAlgorithm, int wrappedKeyType)",Key
Cipher,update(byte[] input),byte[]
Cipher,"update(byte[] input, int inputOffset, int inputLen)",byte[]
Cipher,"update(byte[] input, int inputOffset, int inputLen, byte[] output)",int
Cipher,"update(byte[] input, int inputOffset, int inputLen, byte[] output, int outputOffset)",int
Cipher,"update(ByteBuffer input, ByteBuffer output)",int
Cipher,updateAAD(byte[] src),void
Cipher,"updateAAD(byte[] src, int offset, int len)",void
Cipher,updateAAD(ByteBuffer src),void
Cipher,wrap(Key key),byte[]
CipherInputStream,available(),int
CipherInputStream,close(),void
CipherInputStream,markSupported(),boolean
CipherInputStream,read(),int
CipherInputStream,read(byte[] b),int
CipherInputStream,"read(byte[] b, int off, int len)",int
CipherInputStream,skip(long n),long
CipherOutputStream,close(),void
CipherOutputStream,flush(),void
CipherOutputStream,write(byte[] b),void
CipherOutputStream,"write(byte[] b, int off, int len)",void
CipherOutputStream,write(int b),void
CipherSpi,"engineDoFinal(byte[] input, int inputOffset, int inputLen)",protected abstract byte[]
CipherSpi,"engineDoFinal(byte[] input, int inputOffset, int inputLen, byte[] output, int outputOffset)",protected abstract int
CipherSpi,"engineDoFinal(ByteBuffer input, ByteBuffer output)",protected int
CipherSpi,engineGetBlockSize(),protected abstract int
CipherSpi,engineGetIV(),protected abstract byte[]
CipherSpi,engineGetKeySize(Key key),protected int
CipherSpi,engineGetOutputSize(int inputLen),protected abstract int
CipherSpi,engineGetParameters(),protected abstract AlgorithmParameters
CipherSpi,"engineInit(int opmode, Key key, AlgorithmParameterSpec params, SecureRandom random)",protected abstract void
CipherSpi,"engineInit(int opmode, Key key, AlgorithmParameters params, SecureRandom random)",protected abstract void
CipherSpi,"engineInit(int opmode, Key key, SecureRandom random)",protected abstract void
CipherSpi,engineSetMode(String mode),protected abstract void
