Sample Number,ClassName,Snippet Number,Method,Exist
0,XPathConstants,1,boolean compile(String expression),False
0,XPathConstants,2,"Object evaluate(Node contextNode, QName variable)",False
0,XPathConstants,3,"Object evaluate(Node contextNode, QName variable, Map<String, Object> variables)",False
0,XPathConstants,4,"Object evaluate(String expression, Node contextNode, QName variable)",False
0,XPathConstants,5,"Object evaluate(String expression, Node contextNode, QName variable, Map<String, Object> variables)",False
1,XPathFactory,1,XPathFactory newInstance(),True
1,XPathFactory,2,XPath newXPath(),True
1,XPathFactory,3,XPathExpression compile(String expression),False
1,XPathFactory,4,"Object evaluate(Object context, QName variable)",False
1,XPathFactory,5,Object evaluate(Object context),False
