ClassName,Method,Return Type
DuplicateNameHelper,extract(Any a),static DuplicateName
DuplicateNameHelper,id(),static String
DuplicateNameHelper,"insert(Any a, DuplicateName that)",static void
DuplicateNameHelper,read(InputStream istream),static DuplicateName
DuplicateNameHelper,type(),static TypeCode
DuplicateNameHelper,"write(OutputStream ostream, DuplicateName value)",static void
InvalidNameHelper,extract(Any a),static InvalidName
InvalidNameHelper,id(),static String
InvalidNameHelper,"insert(Any a, InvalidName that)",static void
InvalidNameHelper,read(InputStream istream),static InvalidName
InvalidNameHelper,type(),static TypeCode
InvalidNameHelper,"write(OutputStream ostream, InvalidName value)",static void
ObjectIdHelper,extract(Any a),static String
ObjectIdHelper,id(),static String
ObjectIdHelper,"insert(Any a, String that)",static void
ObjectIdHelper,read(InputStream istream),static String
ObjectIdHelper,type(),static TypeCode
ObjectIdHelper,"write(OutputStream ostream, String value)",static void
