Sample Number,ClassName,Snippet Number,Method,Exist
0,InputContext,1,boolean add(E e),False
0,InputContext,2,"void add(int index, E element)",False
0,InputContext,3,boolean addAll(Collection<? extends E> c),False
0,InputContext,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,InputContext,5,void clear(),False
1,InputMethodHighlight,1,boolean add(E e),False
1,InputMethodHighlight,2,"void add(int index, E element)",False
1,InputMethodHighlight,3,boolean addAll(Collection<? extends E> c),False
1,InputMethodHighlight,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,InputMethodHighlight,5,void clear(),False
2,InputSubset,1,boolean add(E e),False
2,InputSubset,2,boolean addAll(Collection<? extends E> c),False
2,InputSubset,3,void clear(),False
2,InputSubset,4,boolean contains(Object o),False
2,InputSubset,5,boolean containsAll(Collection<?> c),False
