Sample Number,ClassName,Snippet Number,Method,Exist
0,ServerSocketFactory,1,ServerSocketFactory.createServerSocket(),False
0,ServerSocketFactory,2,ServerSocketFactory.getDefault(),False
0,ServerSocketFactory,3,ServerSocketFactory.setDefault(ServerSocketFactory factory),False
0,ServerSocketFactory,4,ServerSocketFactory.create(),False
0,ServerSocketFactory,5,ServerSocketFactory.getSupportedSchemes(),False
1,SocketFactory,1,SocketFactory.getDefault(),False
1,SocketFactory,2,SocketFactory.getSocketFactory(),False
1,SocketFactory,3,"SocketFactory.getSocketFactory(InetAddress localAddress, int localPort)",False
1,SocketFactory,4,"SocketFactory.getSocketFactory(InetAddress localAddress, int localPort, InetAddress clientAddress, int clientPort)",False
1,SocketFactory,5,SocketFactory.getSocketFactory(SSLParameters sslparams),False
