Sample Number,ClassName,Snippet Number,Method,Exist
0,DirectoryManager,1,boolean add(E e),False
0,DirectoryManager,2,"void add(int index, E element)",False
0,DirectoryManager,3,boolean addAll(Collection<? extends E> c),False
0,DirectoryManager,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,DirectoryManager,5,void clear(),False
1,DirStateFactory.Result,1,boolean add(E e),False
1,DirStateFactory.Result,2,"void add(int index, E element)",False
1,DirStateFactory.Result,3,boolean addAll(Collection<? extends E> c),False
1,DirStateFactory.Result,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,DirStateFactory.Result,5,void clear(),False
2,NamingManager,1,"NamingManager.getObjectInstance(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment)",False
2,NamingManager,2,"NamingManager.getObjectInstance(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment, Name authName)",False
2,NamingManager,3,"NamingManager.getObjectInstance(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment, Name authName, Subject subject)",False
2,NamingManager,4,"NamingManager.getObjectInstance(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment, Name authName, Subject subject, boolean doNotRdnCheck)",False
2,NamingManager,5,"NamingManager.getObjectInstance(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment, Name authName, Subject subject, boolean doNotRdnCheck, boolean referralHint)",False
3,ResolveResult,1,boolean add(E e),False
3,ResolveResult,2,boolean addAll(Collection<? extends E> c),False
3,ResolveResult,3,E get(int index),False
3,ResolveResult,4,"E set(int index, E element)",False
3,ResolveResult,5,boolean remove(Object o),False
