Sample Number,ClassName,Snippet Number,Method,Exist
0,Timer,1,boolean cancel(),False
0,Timer,2,"void schedule(Date time, TimerTask task)",False
0,Timer,3,"void schedule(Date firstTime, long period)",False
0,Timer,4,"void schedule(long delay, TimerTask task)",False
0,Timer,5,"void schedule(long delay, long period)",False
1,TimerNotification,1,boolean cancel(),False
1,TimerNotification,2,boolean isCanceled(),False
1,TimerNotification,3,boolean isPersistent(),False
1,TimerNotification,4,long getTime(),False
1,TimerNotification,5,long getSequenceNumber(),False
