FileName,Compilable,Runnable,Correct
AdjustmentEvent_1,True,False,False
AdjustmentEvent_2,True,False,False
AdjustmentEvent_5,True,False,False
ComponentAdapter_1,True,False,False
ComponentAdapter_2,True,True,True
ComponentAdapter_3,True,True,True
ComponentAdapter_4,True,True,True
FocusAdapter_1,True,False,False
FocusAdapter_2,False,False,False
FocusAdapter_3,True,False,False
FocusAdapter_4,False,False,False
FocusAdapter_5,True,False,False
FocusAdapter_6,False,False,False
InputEvent_1,False,False,False
InputEvent_2,False,False,False
InputEvent_3,False,False,False
InputEvent_4,False,False,False
KeyAdapter_1,False,False,False
KeyAdapter_2,True,True,True
KeyAdapter_3,True,True,True
KeyEvent_1,True,True,True
KeyEvent_2,False,False,False
MouseAdapter_1,True,True,True
MouseAdapter_2,True,True,True
MouseAdapter_3,True,True,True
MouseAdapter_5,False,False,False
MouseEvent_1,True,False,False
MouseEvent_2,True,False,False
MouseEvent_3,True,False,False
MouseEvent_4,False,False,False
MouseMotionAdapter_1,True,False,False
MouseWheelEvent_1,False,False,False
MouseWheelEvent_2,False,False,False
MouseWheelEvent_3,False,False,False
MouseWheelEvent_4,False,False,False
PaintEvent_5,False,False,False
WindowAdapter_1,False,False,False
WindowAdapter_2,False,False,False
WindowAdapter_3,False,False,False
WindowAdapter_4,False,False,False
WindowAdapter_5,False,False,False
WindowAdapter_6,False,False,False
WindowAdapter_7,False,False,False
WindowAdapter_8,True,True,True
WindowAdapter_9,False,False,False
WindowAdapter_10,False,False,False
