FileName,UsedPackage
AbstractButton_1,False
AbstractButton_2,False
AbstractButton_3,False
AbstractButton_4,False
AbstractButton_5,False
AbstractCellEditor_1,True
AbstractCellEditor_3,False
AbstractCellEditor_4,False
AbstractCellEditor_5,False
ActionMap_3,True
BorderFactory_1,True
BorderFactory_2,True
BorderFactory_4,True
BorderFactory_5,True
ComponentInputMap_5,True
DebugGraphics_1,False
DebugGraphics_2,False
DebugGraphics_3,False
DebugGraphics_4,False
DebugGraphics_5,False
DefaultBoundedRangeModel_2,True
DefaultBoundedRangeModel_3,True
DefaultBoundedRangeModel_4,True
DefaultBoundedRangeModel_5,True
DefaultBoundedRangeModel_6,True
DefaultButtonModel_1,True
DefaultButtonModel_2,False
DefaultButtonModel_3,True
DefaultButtonModel_4,True
DefaultButtonModel_5,False
DefaultButtonModel_6,False
DefaultButtonModel_7,True
DefaultButtonModel_8,True
DefaultButtonModel_9,True
DefaultButtonModel_10,True
DefaultListModel_2,True
DefaultListModel_5,True
DefaultListSelectionModel_1,True
DefaultListSelectionModel_2,True
DefaultListSelectionModel_3,True
DefaultListSelectionModel_4,True
DefaultListSelectionModel_5,True
DefaultRowSorter_3,False
DefaultSingleSelectionModel_4,False
DefaultSingleSelectionModel_5,True
GroupLayout_1,True
GroupLayout_2,True
InputMap_5,True
InputVerifier_1,True
InputVerifier_2,True
JCheckBoxMenuItem_3,True
JComboBox_4,True
JComboBox_5,True
JEditorPane_1,True
JEditorPane_2,True
JEditorPane_3,True
JEditorPane_4,True
JEditorPane_5,True
JFileChooser_1,True
JFileChooser_2,True
JFileChooser_3,True
JFileChooser_4,True
JFileChooser_5,True
JFormattedTextField_4,True
JFormattedTextField_5,True
JFormattedTextField.AbstractFormatter_1,False
JFormattedTextField.AbstractFormatter_2,False
JFormattedTextField.AbstractFormatter_4,False
JFormattedTextField.AbstractFormatter_5,False
JFrame_3,True
JInternalFrame_2,True
JInternalFrame_3,True
JInternalFrame_4,True
JInternalFrame_5,True
JInternalFrame_6,True
JInternalFrame_8,True
JInternalFrame_14,True
JInternalFrame_16,True
JInternalFrame_17,True
JInternalFrame_18,True
JInternalFrame_20,True
JLabel_1,True
JLabel_2,True
JLabel_3,True
JLabel_4,True
JLabel_5,True
JList_DropLocation_2,True
JList_DropLocation_4,True
JMenuBar_5,True
JMenuItem_5,True
JPasswordField_1,True
JPasswordField_2,True
JPasswordField_3,True
JRootPane_3,True
JRootPane_4,True
JScrollBar_1,True
JScrollBar_2,True
JScrollBar_3,True
JScrollBar_4,True
JScrollBar_5,True
JScrollPane_2,True
JScrollPane_4,True
JScrollPane_7,True
JScrollPane_8,True
JSeparator_1,True
JSeparator_2,True
JSpinner_1,True
JSpinner_2,True
JSpinner_3,True
JSpinner_4,True
JSpinner_5,True
JSpinner_6,True
JSpinner_8,True
JSpinner_10,True
JSpinner_DefaultEditor_5,True
JTabbedPane_3,True
JTabbedPane_4,True
JTabbedPane_5,True
JTabbedPane_6,True
JTabbedPane_7,True
JTabbedPane_8,True
JTabbedPane_9,True
JTabbedPane_10,True
JTabbedPane_11,True
JTabbedPane_12,True
JTabbedPane_15,True
JTabbedPane_16,True
JTabbedPane_17,True
JTabbedPane_18,True
JTabbedPane_23,True
JTabbedPane_24,True
JTabbedPane_27,True
JTabbedPane_28,True
JTabbedPane_29,True
JTabbedPane_30,True
JTabbedPane_35,True
JTabbedPane_36,True
JTabbedPane_39,True
JTabbedPane_40,True
JTabbedPane_41,True
JTable_1,True
JTable_2,True
JTable_3,True
JTable_6,True
JTable_7,True
JTable_8,True
JTable_9,True
JTable_11,True
JTable_12,True
JTable_13,True
JTable_14,False
JTable_15,True
JTable_DropLocation_1,True
JTable_DropLocation_2,True
JTextArea_1,True
JTextArea_2,True
JTextField_4,True
JTextField_5,True
JToggleButton.ToggleButtonModel_2,False
JToggleButton.ToggleButtonModel_9,False
JToolTip_1,True
JToolTip_2,True
JTree_DropLocation_2,True
JTree.DropLocation_3,False
JTree.EmptySelectionModel_3,False
JTree.EmptySelectionModel_4,False
JViewport_1,True
JViewport_2,True
JViewport_3,True
JViewport_4,True
JViewport_5,True
JViewport_6,True
JViewport_12,True
JViewport_22,True
JViewport_23,True
JViewport_28,True
JViewport_29,True
JViewport_30,True
JViewport_31,True
JViewport_37,True
JViewport_47,True
JViewport_48,True
KeyStroke_1,True
KeyStroke_3,True
KeyStroke_5,True
ProgressMonitor_2,True
ProgressMonitor_3,False
ProgressMonitor_4,True
ProgressMonitor_5,True
ProgressMonitor_7,True
RepaintManager_4,True
RepaintManager_10,True
RowSorter_4,True
ScrollPaneLayout_3,False
ScrollPaneLayout_4,False
ScrollPaneLayout_5,True
SpinnerDateModel_3,True
SpinnerDateModel_4,True
SpinnerDateModel_5,True
SpinnerDateModel_12,True
SpinnerDateModel_13,True
SpinnerDateModel_15,True
SpinnerDateModel_17,True
SpinnerNumberModel_2,True
SpinnerNumberModel_3,True
SpringLayout_1,True
SpringLayout_2,True
SwingUtilities_1,True
SwingUtilities_2,True
SwingUtilities_3,True
SwingWorker_1,True
SwingWorker_3,True
SwingWorker_4,True
Timer_2,True
Timer_3,True
Timer_4,True
Timer_5,True
ToolTipManager_1,True
ToolTipManager_2,True
ToolTipManager_4,True
ToolTipManager_5,True
TransferHandler_3,True
TransferHandler_4,True
UIDefaults_1,True
UIDefaults_2,True
UIManager_1,True
ViewportLayout_1,False
