ClassName,URL
DocFlavor,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.html
DocFlavor.BYTE_ARRAY,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.BYTE_ARRAY.html
DocFlavor.CHAR_ARRAY,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.CHAR_ARRAY.html
DocFlavor.INPUT_STREAM,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.INPUT_STREAM.html
DocFlavor.READER,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.READER.html
DocFlavor.SERVICE_FORMATTED,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.SERVICE_FORMATTED.html
DocFlavor.STRING,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.STRING.html
DocFlavor.URL,https://docs.oracle.com/javase/8/docs/api/javax/print/DocFlavor.URL.html
PrintServiceLookup,https://docs.oracle.com/javase/8/docs/api/javax/print/PrintServiceLookup.html
ServiceUI,https://docs.oracle.com/javase/8/docs/api/javax/print/ServiceUI.html
ServiceUIFactory,https://docs.oracle.com/javase/8/docs/api/javax/print/ServiceUIFactory.html
SimpleDoc,https://docs.oracle.com/javase/8/docs/api/javax/print/SimpleDoc.html
StreamPrintService,https://docs.oracle.com/javase/8/docs/api/javax/print/StreamPrintService.html
StreamPrintServiceFactory,https://docs.oracle.com/javase/8/docs/api/javax/print/StreamPrintServiceFactory.html
