FileName,Compilable,Runnable,Correct
BasicPermission_1,False,False,False
BasicPermission_2,False,False,False
BasicPermission_3,False,False,False
BasicPermission_4,False,False,False
CodeSource_1,False,False,False
CodeSource_2,False,False,False
CodeSource_3,False,False,False
CodeSource_4,False,False,False
CodeSource_5,False,False,False
DigestInputStream_2,False,False,False
DigestInputStream_4,True,True,True
DigestOutputStream_2,True,True,True
DigestOutputStream_4,True,True,True
KeyPairGenerator_2,True,True,True
KeyPairGenerator_3,True,True,True
KeyPairGenerator_4,False,False,False
KeyStore_PasswordProtection_5,False,False,False
KeyStore_PrivateKeyEntry_2,False,False,False
KeyStore_PrivateKeyEntry_3,False,False,False
MessageDigest_2,True,True,True
MessageDigest_3,True,True,True
MessageDigest_4,True,True,True
MessageDigest_5,True,True,True
Permission_1,True,True,True
Permission_2,False,False,False
Permission_3,False,False,False
Permission_4,False,False,False
Permission_5,False,False,False
PermissionCollection_1,True,True,True
Permissions_1,True,True,True
PKCS12Attribute_5,True,False,False
Provider_3,True,True,True
SecureRandom_2,True,True,True
SecureRandom_3,True,True,True
SecureRandom_4,True,True,True
SignedObject_2,False,False,False
SignedObject_3,False,False,False
