ClassName,Method,Return Type
StreamResult,getOutputStream(),OutputStream
StreamResult,getSystemId(),String
StreamResult,getWriter(),Writer
StreamResult,setOutputStream(OutputStream outputStream),void
StreamResult,setSystemId(File f),void
StreamResult,setSystemId(String systemId),void
StreamResult,setWriter(Writer writer),void
StreamSource,getInputStream(),InputStream
StreamSource,getPublicId(),String
StreamSource,getReader(),Reader
StreamSource,getSystemId(),String
StreamSource,setInputStream(InputStream inputStream),void
StreamSource,setPublicId(String publicId),void
StreamSource,setReader(Reader reader),void
StreamSource,setSystemId(File f),void
StreamSource,setSystemId(String systemId),void
