ClassName,URL
Binder,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Binder.html
DatatypeConverter,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/DatatypeConverter.html
JAXB,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXB.html
JAXBContext,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBContext.html
JAXBElement,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBElement.html
JAXBElement.GlobalScope,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBElement.GlobalScope.html
JAXBIntrospector,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBIntrospector.html
JAXBPermission,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBPermission.html
Marshaller.Listener,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Marshaller.Listener.html
SchemaOutputResolver,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/SchemaOutputResolver.html
Unmarshaller.Listener,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Unmarshaller.Listener.html
