FileName,Compilable,Runnable,Correct
AlphaComposite_1,True,False,False
BasicStroke_2,False,False,False
BasicStroke_3,True,False,False
BasicStroke_4,True,True,True
BasicStroke_5,True,True,True
Button_2,True,False,False
Button_3,True,False,False
Canvas_2,False,False,False
CardLayout_1,True,False,False
CardLayout_2,False,False,False
CardLayout_4,True,False,False
CardLayout_5,True,False,False
Checkbox_2,False,False,False
Checkbox_3,True,False,False
Checkbox_4,False,False,False
CheckboxGroup_5,False,False,False
CheckboxMenuItem_2,True,False,False
Choice_2,True,False,False
Choice_3,False,False,False
Choice_4,True,False,False
Choice_5,True,False,False
Color_1,True,True,True
Color_2,True,True,True
Color_3,True,True,True
Color_4,True,True,True
Color_5,True,True,True
Component_1,False,False,False
Component_2,True,True,True
Component_3,True,True,True
Component_4,True,True,True
Desktop_2,False,False,False
Desktop_3,True,False,False
Dialog_4,True,False,False
Dimension_3,True,True,True
Dimension_4,True,True,True
Dimension_5,True,True,True
FileDialog_2,True,False,False
FileDialog_3,True,False,False
FileDialog_5,True,False,False
FileDialog_10,True,False,False
FileDialog_11,True,False,False
FlowLayout_4,True,False,False
FlowLayout_5,True,False,False
FlowLayout_6,True,False,False
FlowLayout_15,True,False,False
FlowLayout_16,True,False,False
FocusTraversalPolicy_6,False,False,False
Font_3,True,True,True
FontMetrics_1,True,True,True
FontMetrics_2,True,True,True
FontMetrics_3,False,False,False
FontMetrics_4,False,False,False
Frame_3,True,False,False
Graphics_1,True,False,False
Graphics_2,True,False,False
Graphics_3,False,False,False
Graphics_4,True,False,False
Graphics_5,True,False,False
Graphics2D_5,True,True,True
GraphicsConfiguration_2,False,False,False
GraphicsConfiguration_3,True,False,False
GraphicsConfiguration_4,True,False,False
GraphicsConfiguration_5,True,False,False
GraphicsDevice_2,True,False,False
GraphicsDevice_4,True,False,False
GraphicsDevice_5,True,False,False
GraphicsDevice_7,True,False,False
GraphicsDevice_8,True,False,False
GraphicsDevice_10,True,False,False
GraphicsDevice_11,True,False,False
GraphicsDevice_13,True,False,False
GraphicsDevice_14,True,False,False
