ClassName,Method,Return Type
AbstractCollection,add(E e),boolean
AbstractCollection,addAll(Collection<? extends E> c),boolean
AbstractCollection,clear(),void
AbstractCollection,contains(Object o),boolean
AbstractCollection,containsAll(Collection<?> c),boolean
AbstractCollection,isEmpty(),boolean
AbstractCollection,iterator(),abstract Iterator<E>
AbstractCollection,remove(Object o),boolean
AbstractCollection,removeAll(Collection<?> c),boolean
AbstractCollection,retainAll(Collection<?> c),boolean
AbstractCollection,size(),abstract int
AbstractCollection,toArray(),Object[]
AbstractCollection,toArray(T[] a),<T> T[]
AbstractCollection,toString(),String
AbstractList,add(E e),boolean
AbstractList,"add(int index, E element)",void
AbstractList,"addAll(int index, Collection<? extends E> c)",boolean
AbstractList,clear(),void
AbstractList,equals(Object o),boolean
AbstractList,get(int index),abstract E
AbstractList,hashCode(),int
AbstractList,indexOf(Object o),int
AbstractList,iterator(),Iterator<E>
AbstractList,lastIndexOf(Object o),int
AbstractList,listIterator(),ListIterator<E>
AbstractList,listIterator(int index),ListIterator<E>
AbstractList,remove(int index),E
AbstractList,"removeRange(int fromIndex, int toIndex)",protected void
AbstractList,"set(int index, E element)",E
AbstractList,"subList(int fromIndex, int toIndex)",List<E>
AbstractMap,clear(),void
AbstractMap,clone(),protected Object
AbstractMap,containsKey(Object key),boolean
AbstractMap,containsValue(Object value),boolean
AbstractMap,entrySet(),"abstract Set<Map.Entry<K,V>>"
AbstractMap,equals(Object o),boolean
AbstractMap,get(Object key),V
AbstractMap,hashCode(),int
AbstractMap,isEmpty(),boolean
AbstractMap,keySet(),Set<K>
AbstractMap,"put(K key, V value)",V
AbstractMap,"putAll(Map<? extends K,? extends V> m)",void
AbstractMap,remove(Object key),V
AbstractMap,size(),int
AbstractMap,toString(),String
AbstractMap,values(),Collection<V>
AbstractMap.SimpleEntry,equals(Object o),boolean
AbstractMap.SimpleEntry,getKey(),K
AbstractMap.SimpleEntry,getValue(),V
AbstractMap.SimpleEntry,hashCode(),int
AbstractMap.SimpleEntry,setValue(V value),V
AbstractMap.SimpleEntry,toString(),String
AbstractMap.SimpleImmutableEntry,equals(Object o),boolean
AbstractMap.SimpleImmutableEntry,getKey(),K
AbstractMap.SimpleImmutableEntry,getValue(),V
AbstractMap.SimpleImmutableEntry,hashCode(),int
AbstractMap.SimpleImmutableEntry,setValue(V value),V
AbstractMap.SimpleImmutableEntry,toString(),String
AbstractQueue,add(E e),boolean
AbstractQueue,addAll(Collection<? extends E> c),boolean
AbstractQueue,clear(),void
AbstractQueue,element(),E
AbstractQueue,remove(),E
AbstractSequentialList,"add(int index, E element)",void
AbstractSequentialList,"addAll(int index, Collection<? extends E> c)",boolean
AbstractSequentialList,get(int index),E
AbstractSequentialList,iterator(),Iterator<E>
AbstractSequentialList,listIterator(int index),abstract ListIterator<E>
AbstractSequentialList,remove(int index),E
AbstractSequentialList,"set(int index, E element)",E
AbstractSet,equals(Object o),boolean
AbstractSet,hashCode(),int
AbstractSet,removeAll(Collection<?> c),boolean
ArrayDeque,add(E e),boolean
ArrayDeque,addFirst(E e),void
ArrayDeque,addLast(E e),void
ArrayDeque,clear(),void
ArrayDeque,clone(),ArrayDeque<E>
ArrayDeque,contains(Object o),boolean
ArrayDeque,descendingIterator(),Iterator<E>
ArrayDeque,element(),E
ArrayDeque,getFirst(),E
ArrayDeque,getLast(),E
ArrayDeque,isEmpty(),boolean
ArrayDeque,iterator(),Iterator<E>
ArrayDeque,offer(E e),boolean
ArrayDeque,offerFirst(E e),boolean
ArrayDeque,offerLast(E e),boolean
ArrayDeque,peek(),E
ArrayDeque,peekFirst(),E
ArrayDeque,peekLast(),E
ArrayDeque,poll(),E
ArrayDeque,pollFirst(),E
ArrayDeque,pollLast(),E
ArrayDeque,pop(),E
ArrayDeque,push(E e),void
ArrayDeque,remove(),E
ArrayDeque,remove(Object o),boolean
ArrayDeque,removeFirst(),E
ArrayDeque,removeFirstOccurrence(Object o),boolean
ArrayDeque,removeLast(),E
ArrayDeque,removeLastOccurrence(Object o),boolean
ArrayDeque,size(),int
ArrayDeque,spliterator(),Spliterator<E>
ArrayDeque,toArray(),Object[]
ArrayDeque,toArray(T[] a),<T> T[]
ArrayList,add(E e),boolean
ArrayList,"add(int index, E element)",void
ArrayList,addAll(Collection<? extends E> c),boolean
ArrayList,"addAll(int index, Collection<? extends E> c)",boolean
ArrayList,clear(),void
ArrayList,clone(),Object
ArrayList,contains(Object o),boolean
ArrayList,ensureCapacity(int minCapacity),void
ArrayList,forEach(Consumer<? super E> action),void
ArrayList,get(int index),E
ArrayList,indexOf(Object o),int
ArrayList,isEmpty(),boolean
ArrayList,iterator(),Iterator<E>
ArrayList,lastIndexOf(Object o),int
ArrayList,listIterator(),ListIterator<E>
ArrayList,listIterator(int index),ListIterator<E>
ArrayList,remove(int index),E
ArrayList,remove(Object o),boolean
ArrayList,removeAll(Collection<?> c),boolean
ArrayList,removeIf(Predicate<? super E> filter),boolean
ArrayList,"removeRange(int fromIndex, int toIndex)",protected void
ArrayList,replaceAll(UnaryOperator<E> operator),void
ArrayList,retainAll(Collection<?> c),boolean
ArrayList,"set(int index, E element)",E
ArrayList,size(),int
ArrayList,sort(Comparator<? super E> c),void
ArrayList,spliterator(),Spliterator<E>
ArrayList,"subList(int fromIndex, int toIndex)",List<E>
ArrayList,toArray(),Object[]
ArrayList,toArray(T[] a),<T> T[]
ArrayList,trimToSize(),void
Arrays,asList(T... a),static <T> List<T>
Arrays,"binarySearch(byte[] a, byte key)",static int
Arrays,"binarySearch(byte[] a, int fromIndex, int toIndex, byte key)",static int
Arrays,"binarySearch(char[] a, char key)",static int
Arrays,"binarySearch(char[] a, int fromIndex, int toIndex, char key)",static int
Arrays,"binarySearch(double[] a, double key)",static int
Arrays,"binarySearch(double[] a, int fromIndex, int toIndex, double key)",static int
Arrays,"binarySearch(float[] a, float key)",static int
Arrays,"binarySearch(float[] a, int fromIndex, int toIndex, float key)",static int
Arrays,"binarySearch(int[] a, int key)",static int
Arrays,"binarySearch(int[] a, int fromIndex, int toIndex, int key)",static int
Arrays,"binarySearch(long[] a, int fromIndex, int toIndex, long key)",static int
Arrays,"binarySearch(long[] a, long key)",static int
Arrays,"binarySearch(Object[] a, int fromIndex, int toIndex, Object key)",static int
Arrays,"binarySearch(Object[] a, Object key)",static int
Arrays,"binarySearch(short[] a, int fromIndex, int toIndex, short key)",static int
Arrays,"binarySearch(short[] a, short key)",static int
Arrays,"binarySearch(T[] a, int fromIndex, int toIndex, T key, Comparator<? super T> c)",static <T> int
Arrays,"binarySearch(T[] a, T key, Comparator<? super T> c)",static <T> int
Arrays,"copyOf(boolean[] original, int newLength)",static boolean[]
Arrays,"copyOf(byte[] original, int newLength)",static byte[]
Arrays,"copyOf(char[] original, int newLength)",static char[]
Arrays,"copyOf(double[] original, int newLength)",static double[]
Arrays,"copyOf(float[] original, int newLength)",static float[]
Arrays,"copyOf(int[] original, int newLength)",static int[]
Arrays,"copyOf(long[] original, int newLength)",static long[]
Arrays,"copyOf(short[] original, int newLength)",static short[]
Arrays,"copyOf(T[] original, int newLength)",static <T> T[]
Arrays,"copyOf(U[] original, int newLength, Class<? extends T[]> newType)","static <T,U> T[]"
Arrays,"copyOfRange(boolean[] original, int from, int to)",static boolean[]
Arrays,"copyOfRange(byte[] original, int from, int to)",static byte[]
Arrays,"copyOfRange(char[] original, int from, int to)",static char[]
Arrays,"copyOfRange(double[] original, int from, int to)",static double[]
Arrays,"copyOfRange(float[] original, int from, int to)",static float[]
Arrays,"copyOfRange(int[] original, int from, int to)",static int[]
Arrays,"copyOfRange(long[] original, int from, int to)",static long[]
Arrays,"copyOfRange(short[] original, int from, int to)",static short[]
Arrays,"copyOfRange(T[] original, int from, int to)",static <T> T[]
Arrays,"copyOfRange(U[] original, int from, int to, Class<? extends T[]> newType)","static <T,U> T[]"
Arrays,"deepEquals(Object[] a1, Object[] a2)",static boolean
Arrays,deepHashCode(Object[] a),static int
Arrays,deepToString(Object[] a),static String
Arrays,"equals(boolean[] a, boolean[] a2)",static boolean
Arrays,"equals(byte[] a, byte[] a2)",static boolean
Arrays,"equals(char[] a, char[] a2)",static boolean
Arrays,"equals(double[] a, double[] a2)",static boolean
Arrays,"equals(float[] a, float[] a2)",static boolean
Arrays,"equals(int[] a, int[] a2)",static boolean
Arrays,"equals(long[] a, long[] a2)",static boolean
Arrays,"equals(Object[] a, Object[] a2)",static boolean
Arrays,"equals(short[] a, short[] a2)",static boolean
Arrays,"fill(boolean[] a, boolean val)",static void
Arrays,"fill(boolean[] a, int fromIndex, int toIndex, boolean val)",static void
Arrays,"fill(byte[] a, byte val)",static void
Arrays,"fill(byte[] a, int fromIndex, int toIndex, byte val)",static void
Arrays,"fill(char[] a, char val)",static void
Arrays,"fill(char[] a, int fromIndex, int toIndex, char val)",static void
Arrays,"fill(double[] a, double val)",static void
Arrays,"fill(double[] a, int fromIndex, int toIndex, double val)",static void
Arrays,"fill(float[] a, float val)",static void
Arrays,"fill(float[] a, int fromIndex, int toIndex, float val)",static void
Arrays,"fill(int[] a, int val)",static void
Arrays,"fill(int[] a, int fromIndex, int toIndex, int val)",static void
Arrays,"fill(long[] a, int fromIndex, int toIndex, long val)",static void
Arrays,"fill(long[] a, long val)",static void
Arrays,"fill(Object[] a, int fromIndex, int toIndex, Object val)",static void
Arrays,"fill(Object[] a, Object val)",static void
Arrays,"fill(short[] a, int fromIndex, int toIndex, short val)",static void
Arrays,"fill(short[] a, short val)",static void
Arrays,hashCode(boolean[] a),static int
Arrays,hashCode(byte[] a),static int
Arrays,hashCode(char[] a),static int
Arrays,hashCode(double[] a),static int
Arrays,hashCode(float[] a),static int
Arrays,hashCode(int[] a),static int
Arrays,hashCode(long[] a),static int
Arrays,hashCode(Object[] a),static int
Arrays,hashCode(short[] a),static int
Arrays,"parallelPrefix(double[] array, DoubleBinaryOperator op)",static void
Arrays,"parallelPrefix(double[] array, int fromIndex, int toIndex, DoubleBinaryOperator op)",static void
Arrays,"parallelPrefix(int[] array, IntBinaryOperator op)",static void
Arrays,"parallelPrefix(int[] array, int fromIndex, int toIndex, IntBinaryOperator op)",static void
Arrays,"parallelPrefix(long[] array, int fromIndex, int toIndex, LongBinaryOperator op)",static void
Arrays,"parallelPrefix(long[] array, LongBinaryOperator op)",static void
Arrays,"parallelPrefix(T[] array, BinaryOperator<T> op)",static <T> void
Arrays,"parallelPrefix(T[] array, int fromIndex, int toIndex, BinaryOperator<T> op)",static <T> void
Arrays,"parallelSetAll(double[] array, IntToDoubleFunction generator)",static void
Arrays,"parallelSetAll(int[] array, IntUnaryOperator generator)",static void
Arrays,"parallelSetAll(long[] array, IntToLongFunction generator)",static void
Arrays,"parallelSetAll(T[] array, IntFunction<? extends T> generator)",static <T> void
Arrays,parallelSort(byte[] a),static void
Arrays,"parallelSort(byte[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(char[] a),static void
Arrays,"parallelSort(char[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(double[] a),static void
Arrays,"parallelSort(double[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(float[] a),static void
Arrays,"parallelSort(float[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(int[] a),static void
Arrays,"parallelSort(int[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(long[] a),static void
Arrays,"parallelSort(long[] a, int fromIndex, int toIndex)",static void
Arrays,parallelSort(short[] a),static void
