FileName,UsedPackage
AbstractCollection_1,False
AbstractCollection_2,False
AbstractCollection_3,False
AbstractCollection_4,False
AbstractCollection_5,False
AbstractList_1,False
AbstractList_2,False
AbstractList_3,False
AbstractMap_2,True
AbstractMap_3,True
AbstractMap_4,True
AbstractMap_5,True
AbstractMap_SimpleEntry_5,True
AbstractMap_SimpleEntry_6,True
AbstractMap_SimpleImmutableEntry_1,True
AbstractMap_SimpleImmutableEntry_2,True
AbstractMap_SimpleImmutableEntry_3,True
AbstractMap_SimpleImmutableEntry_4,True
AbstractMap_SimpleImmutableEntry_5,True
AbstractQueue_1,True
AbstractQueue_2,True
AbstractSequentialList_2,True
AbstractSequentialList_3,True
AbstractSequentialList_4,False
ArrayDeque_1,True
ArrayDeque_2,True
ArrayDeque_3,True
ArrayDeque_4,True
ArrayDeque_5,True
ArrayDeque_6,True
ArrayDeque_7,True
ArrayDeque_8,True
ArrayDeque_9,True
ArrayDeque_10,True
ArrayDeque_11,True
ArrayDeque_12,True
ArrayDeque_13,True
ArrayDeque_14,True
ArrayDeque_15,True
ArrayDeque_16,True
ArrayDeque_17,True
ArrayDeque_20,True
ArrayDeque_21,True
ArrayList_1,True
ArrayList_2,True
ArrayList_3,True
ArrayList_4,True
ArrayList_5,True
Base64_Encoder_1,True
Base64_Encoder_2,True
Base64.Encoder_3,False
BitSet_1,True
BitSet_4,True
BitSet_5,True
Calendar_1,True
Calendar_2,True
Calendar_3,True
Calendar_4,True
Calendar_5,True
Currency_1,True
Currency_2,True
Currency_3,True
Currency_4,True
Currency_5,True
Date_1,True
Date_2,True
Date_3,True
Date_4,True
Date_5,True
DoubleSummaryStatistics_1,True
DoubleSummaryStatistics_2,True
DoubleSummaryStatistics_5,True
EnumMap_1,True
EnumMap_5,True
GregorianCalendar_1,True
GregorianCalendar_2,True
GregorianCalendar_3,True
GregorianCalendar_4,True
GregorianCalendar_5,True
HashMap_1,True
HashMap_2,True
HashMap_3,True
HashMap_4,True
HashMap_5,True
HashSet_1,True
HashSet_2,True
HashSet_3,True
HashSet_4,True
HashSet_5,True
Hashtable_1,True
IdentityHashMap_1,True
IdentityHashMap_2,True
IdentityHashMap_3,True
IdentityHashMap_4,True
IdentityHashMap_5,True
IntSummaryStatistics_1,True
IntSummaryStatistics_2,True
IntSummaryStatistics_3,True
IntSummaryStatistics_4,True
IntSummaryStatistics_5,True
LinkedHashMap_3,True
LinkedList_1,True
LinkedList_2,True
LinkedList_3,True
LinkedList_4,True
LinkedList_5,True
Locale_Builder_2,True
Locale_Builder_3,True
Locale_Builder_4,True
Locale_Builder_5,True
Locale_Builder_6,True
Locale_LanguageRange_2,True
Locale_LanguageRange_3,True
LongSummaryStatistics_1,True
LongSummaryStatistics_2,True
LongSummaryStatistics_3,True
LongSummaryStatistics_4,True
LongSummaryStatistics_5,True
Objects_1,True
Objects_2,True
Objects_3,True
Objects_4,True
Observable_1,True
Observable_2,True
Observable_3,True
Observable_4,True
Observable_5,True
Observable_6,True
Observable_7,True
Observable_8,True
Observable_9,True
Optional_1,True
Optional_2,True
Optional_3,True
Optional_4,True
OptionalLong_1,True
OptionalLong_2,True
OptionalLong_3,True
OptionalLong_4,True
OptionalLong_5,True
PriorityQueue_1,True
PriorityQueue_3,True
PriorityQueue_4,True
PriorityQueue_5,True
PropertyPermission_1,True
PropertyPermission_2,True
PropertyPermission_3,True
PropertyPermission_4,True
Random_1,True
Random_2,True
Random_3,True
Random_4,True
Random_5,True
ResourceBundle_2,True
ResourceBundle_3,True
ResourceBundle_4,True
ResourceBundle_5,True
Scanner_1,True
Scanner_2,True
Scanner_3,True
Scanner_4,True
Scanner_5,True
Spliterators.AbstractDoubleSpliterator_3,False
Spliterators_AbstractDoubleSpliterator_4,True
Spliterators.AbstractIntSpliterator_4,False
Spliterators_AbstractLongSpliterator_1,True
Spliterators.AbstractLongSpliterator_5,False
Spliterators.AbstractSpliterator_2,False
Spliterators.AbstractSpliterator_3,False
Spliterators.AbstractSpliterator_4,False
SplittableRandom_2,True
SplittableRandom_3,True
SplittableRandom_4,True
SplittableRandom_5,True
Stack_1,True
Stack_2,True
Stack_3,True
Stack_4,True
Stack_5,True
StringJoiner_4,True
StringJoiner_5,True
StringTokenizer_4,True
StringTokenizer_5,True
Timer_2,True
Timer_3,True
Timer_4,True
Timer_5,True
TimerTask_1,True
TimerTask_2,True
TimerTask_3,True
TreeMap_1,True
TreeMap_2,True
TreeMap_3,True
TreeMap_4,True
TreeMap_5,True
TreeSet_1,True
TreeSet_2,True
TreeSet_3,True
TreeSet_4,True
UUID_1,True
UUID_2,True
UUID_3,True
UUID_4,True
UUID_5,True
Vector_1,True
Vector_2,True
Vector_3,True
Vector_4,True
Vector_5,True
WeakHashMap_3,True
WeakHashMap_4,True
WeakHashMap_5,True
