FileName,Compilable,Runnable,Correct
AbstractMap_2,True,True,True
AbstractMap_3,True,True,True
AbstractMap_4,False,False,False
AbstractMap_5,False,False,False
AbstractMap_SimpleEntry_5,True,True,True
AbstractMap_SimpleEntry_6,True,True,True
AbstractMap_SimpleImmutableEntry_1,True,True,True
AbstractMap_SimpleImmutableEntry_2,True,True,True
AbstractMap_SimpleImmutableEntry_3,True,True,True
AbstractMap_SimpleImmutableEntry_4,True,True,True
AbstractMap_SimpleImmutableEntry_5,True,False,False
AbstractQueue_1,False,False,False
AbstractQueue_2,True,True,True
AbstractSequentialList_2,False,False,False
AbstractSequentialList_3,True,True,True
ArrayDeque_1,True,True,True
ArrayDeque_2,True,True,True
ArrayDeque_3,True,True,True
ArrayDeque_4,True,True,True
ArrayDeque_5,True,True,True
ArrayDeque_6,True,True,True
ArrayDeque_7,True,True,True
ArrayDeque_8,True,True,True
ArrayDeque_9,True,True,True
ArrayDeque_10,True,True,True
ArrayDeque_11,True,True,True
ArrayDeque_12,True,True,True
ArrayDeque_13,True,True,True
ArrayDeque_14,True,True,True
ArrayDeque_15,True,True,True
ArrayDeque_16,True,True,True
ArrayDeque_17,True,True,True
ArrayDeque_20,True,True,True
ArrayDeque_21,True,True,True
ArrayList_1,True,True,True
ArrayList_2,True,True,True
ArrayList_3,True,True,True
ArrayList_4,True,True,True
ArrayList_5,True,True,True
Base64_Encoder_1,True,True,True
Base64_Encoder_2,True,True,True
BitSet_1,True,True,True
BitSet_4,True,True,True
BitSet_5,True,True,True
Calendar_1,True,True,True
Calendar_2,True,True,True
Calendar_3,True,True,True
Calendar_4,True,True,True
Calendar_5,True,True,True
Currency_1,True,True,True
Currency_2,True,True,True
Currency_3,True,True,True
Currency_4,True,True,True
Currency_5,True,True,True
Date_1,True,False,False
Date_2,True,False,False
Date_3,True,False,False
Date_4,True,True,True
Date_5,True,True,True
DoubleSummaryStatistics_1,True,True,True
DoubleSummaryStatistics_2,True,True,True
