ClassName,Method,Return Type
AppConfigurationEntry,getControlFlag(),AppConfigurationEntry.LoginModuleControlFlag
AppConfigurationEntry,getLoginModuleName(),String
AppConfigurationEntry,getOptions(),"Map<String,?>"
AppConfigurationEntry.LoginModuleControlFlag,toString(),String
Configuration,getAppConfigurationEntry(String name),abstract AppConfigurationEntry[]
Configuration,getConfiguration(),static Configuration
Configuration,"getInstance(String type, Configuration.Parameters params)",static Configuration
Configuration,"getInstance(String type, Configuration.Parameters params, Provider provider)",static Configuration
Configuration,"getInstance(String type, Configuration.Parameters params, String provider)",static Configuration
Configuration,getParameters(),Configuration.Parameters
Configuration,getProvider(),Provider
Configuration,getType(),String
Configuration,refresh(),void
Configuration,setConfiguration(Configuration configuration),static void
ConfigurationSpi,engineGetAppConfigurationEntry(String name),protected abstract AppConfigurationEntry[]
ConfigurationSpi,engineRefresh(),protected void
LoginContext,getSubject(),Subject
LoginContext,login(),void
LoginContext,logout(),void
