ClassName,Method,Return Type
_IDLTypeStub,_ids(),String[]
_IDLTypeStub,def_kind(),DefinitionKind
_IDLTypeStub,destroy(),void
_IDLTypeStub,type(),TypeCode
_PolicyStub,_ids(),String[]
_PolicyStub,copy(),Policy
_PolicyStub,destroy(),void
_PolicyStub,policy_type(),int
Any,create_input_stream(),abstract InputStream
Any,create_output_stream(),abstract OutputStream
Any,equal(Any a),abstract boolean
Any,extract_any(),abstract Any
Any,extract_boolean(),abstract boolean
Any,extract_char(),abstract char
Any,extract_double(),abstract double
Any,extract_fixed(),BigDecimal
Any,extract_float(),abstract float
Any,extract_long(),abstract int
Any,extract_longlong(),abstract long
Any,extract_Object(),abstract Object
Any,extract_octet(),abstract byte
Any,extract_Principal(),Principal
Any,extract_short(),abstract short
Any,extract_Streamable(),Streamable
Any,extract_string(),abstract String
Any,extract_TypeCode(),abstract TypeCode
Any,extract_ulong(),abstract int
Any,extract_ulonglong(),abstract long
Any,extract_ushort(),abstract short
Any,extract_Value(),abstract Serializable
Any,extract_wchar(),abstract char
Any,extract_wstring(),abstract String
Any,insert_any(Any a),abstract void
Any,insert_boolean(boolean b),abstract void
Any,insert_char(char c),abstract void
Any,insert_double(double d),abstract void
Any,insert_fixed(BigDecimal value),void
Any,"insert_fixed(BigDecimal value, TypeCode type)",void
Any,insert_float(float f),abstract void
Any,insert_long(int l),abstract void
Any,insert_longlong(long l),abstract void
Any,insert_Object(Object o),abstract void
Any,"insert_Object(Object o, TypeCode t)",abstract void
Any,insert_octet(byte b),abstract void
Any,insert_Principal(Principal p),void
Any,insert_short(short s),abstract void
Any,insert_Streamable(Streamable s),void
Any,insert_string(String s),abstract void
Any,insert_TypeCode(TypeCode t),abstract void
Any,insert_ulong(int l),abstract void
Any,insert_ulonglong(long l),abstract void
Any,insert_ushort(short s),abstract void
Any,insert_Value(Serializable v),abstract void
Any,"insert_Value(Serializable v, TypeCode t)",abstract void
Any,insert_wchar(char c),abstract void
Any,insert_wstring(String s),abstract void
Any,"read_value(InputStream is, TypeCode t)",abstract void
Any,type(),abstract TypeCode
Any,type(TypeCode t),abstract void
Any,write_value(OutputStream os),abstract void
AnyHolder,_read(InputStream input),void
AnyHolder,_type(),TypeCode
AnyHolder,_write(OutputStream output),void
AnySeqHelper,extract(Any a),static Any[]
AnySeqHelper,id(),static String
AnySeqHelper,"insert(Any a, Any[] that)",static void
AnySeqHelper,read(InputStream istream),static Any[]
AnySeqHelper,type(),static TypeCode
AnySeqHelper,"write(OutputStream ostream, Any[] value)",static void
AnySeqHolder,_read(InputStream i),void
AnySeqHolder,_type(),TypeCode
AnySeqHolder,_write(OutputStream o),void
BooleanHolder,_read(InputStream input),void
BooleanHolder,_type(),TypeCode
BooleanHolder,_write(OutputStream output),void
BooleanSeqHelper,extract(Any a),static boolean[]
BooleanSeqHelper,id(),static String
BooleanSeqHelper,"insert(Any a, boolean[] that)",static void
BooleanSeqHelper,read(InputStream istream),static boolean[]
BooleanSeqHelper,type(),static TypeCode
BooleanSeqHelper,"write(OutputStream ostream, boolean[] value)",static void
BooleanSeqHolder,_read(InputStream i),void
BooleanSeqHolder,_type(),TypeCode
BooleanSeqHolder,_write(OutputStream o),void
ByteHolder,_read(InputStream input),void
ByteHolder,_type(),TypeCode
ByteHolder,_write(OutputStream output),void
CharHolder,_read(InputStream input),void
CharHolder,_type(),TypeCode
CharHolder,_write(OutputStream output),void
CharSeqHelper,extract(Any a),static char[]
CharSeqHelper,id(),static String
CharSeqHelper,"insert(Any a, char[] that)",static void
CharSeqHelper,read(InputStream istream),static char[]
CharSeqHelper,type(),static TypeCode
CharSeqHelper,"write(OutputStream ostream, char[] value)",static void
CharSeqHolder,_read(InputStream i),void
CharSeqHolder,_type(),TypeCode
CharSeqHolder,_write(OutputStream o),void
CompletionStatus,from_int(int i),static CompletionStatus
CompletionStatus,value(),int
CompletionStatusHelper,extract(Any a),static CompletionStatus
CompletionStatusHelper,id(),static String
CompletionStatusHelper,"insert(Any a, CompletionStatus that)",static void
CompletionStatusHelper,read(InputStream istream),static CompletionStatus
CompletionStatusHelper,type(),static TypeCode
CompletionStatusHelper,"write(OutputStream ostream, CompletionStatus value)",static void
Context,context_name(),abstract String
Context,create_child(String child_ctx_name),abstract Context
Context,delete_values(String propname),abstract void
Context,"get_values(String start_scope, int op_flags, String pattern)",abstract NVList
Context,parent(),abstract Context
Context,"set_one_value(String propname, Any propvalue)",abstract void
Context,set_values(NVList values),abstract void
ContextList,add(String ctx),abstract void
ContextList,count(),abstract int
ContextList,item(int index),abstract String
ContextList,remove(int index),abstract void
CurrentHelper,extract(Any a),static Current
CurrentHelper,id(),static String
CurrentHelper,"insert(Any a, Current that)",static void
CurrentHelper,narrow(Object obj),static Current
CurrentHelper,read(InputStream istream),static Current
CurrentHelper,type(),static TypeCode
CurrentHelper,"write(OutputStream ostream, Current value)",static void
CurrentHolder,_read(InputStream i),void
CurrentHolder,_type(),TypeCode
CurrentHolder,_write(OutputStream o),void
DefinitionKind,from_int(int i),static DefinitionKind
DefinitionKind,value(),int
DefinitionKindHelper,extract(Any a),static DefinitionKind
DefinitionKindHelper,id(),static String
DefinitionKindHelper,"insert(Any a, DefinitionKind that)",static void
DefinitionKindHelper,read(InputStream istream),static DefinitionKind
DefinitionKindHelper,type(),static TypeCode
DefinitionKindHelper,"write(OutputStream ostream, DefinitionKind value)",static void
DoubleHolder,_read(InputStream input),void
DoubleHolder,_type(),TypeCode
DoubleHolder,_write(OutputStream output),void
DoubleSeqHelper,extract(Any a),static double[]
DoubleSeqHelper,id(),static String
DoubleSeqHelper,"insert(Any a, double[] that)",static void
DoubleSeqHelper,read(InputStream istream),static double[]
DoubleSeqHelper,type(),static TypeCode
