Sample Number,ClassName,Snippet Number,Method,Exist
0,_IDLTypeStub,1,boolean add(E e),False
0,_IDLTypeStub,2,"void add(int index, E element)",False
0,_IDLTypeStub,3,boolean addAll(Collection<? extends E> c),False
0,_IDLTypeStub,4,boolean remove(Object o),False
0,_IDLTypeStub,5,E remove(int index),False
1,_PolicyStub,1,boolean add(E e),False
1,_PolicyStub,2,boolean addAll(Collection<? extends E> c),False
1,_PolicyStub,3,void clear(),False
1,_PolicyStub,4,boolean contains(Object o),False
1,_PolicyStub,5,boolean containsAll(Collection<?> c),False
1,_PolicyStub,6,boolean equals(Object o),False
1,_PolicyStub,7,E get(int index),False
1,_PolicyStub,8,int indexOf(Object o),False
1,_PolicyStub,9,boolean isEmpty(),False
1,_PolicyStub,10,Iterator<E> iterator(),False
1,_PolicyStub,11,int lastIndexOf(Object o),False
1,_PolicyStub,12,ListIterator<E> listIterator(),False
1,_PolicyStub,13,ListIterator<E> listIterator(int index),False
1,_PolicyStub,14,boolean remove(Object o),False
1,_PolicyStub,15,E remove(int index),False
1,_PolicyStub,16,boolean removeAll(Collection<?> c),False
1,_PolicyStub,17,boolean retainAll(Collection<?> c),False
1,_PolicyStub,18,"E set(int index, E element)",False
1,_PolicyStub,19,int size(),False
1,_PolicyStub,20,"List<E> subList(int fromIndex, int toIndex)",False
1,_PolicyStub,21,Object[] toArray(),False
1,_PolicyStub,22,<T> T[] toArray(T[] a),False
1,_PolicyStub,23,"boolean addAll(int index, Collection<? extends E> c)",False
1,_PolicyStub,24,boolean containsAll(Collection<?> c),False
1,_PolicyStub,25,boolean removeAll(Collection<?> c),False
1,_PolicyStub,26,boolean retainAll(Collection<?> c),False
1,_PolicyStub,27,"List<E> subList(int fromIndex, int toIndex)",False
1,_PolicyStub,28,"boolean addAll(int index, Collection<? extends E> c)",False
1,_PolicyStub,29,boolean containsAll(Collection<?> c),False
1,_PolicyStub,30,boolean removeAll(Collection<?> c),False
1,_PolicyStub,31,boolean retainAll(Collection<?> c),False
1,_PolicyStub,32,"List<E> subList(int fromIndex, int toIndex)",False
2,Any,1,boolean add(E e),False
2,Any,2,"void add(int index, E element)",False
2,Any,3,boolean addAll(Collection<? extends E> c),False
2,Any,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,Any,5,void clear(),False
3,AnyHolder,1,void set_value(org.omg.CORBA.Any value),False
3,AnyHolder,2,org.omg.CORBA.Any get_value(),False
3,AnyHolder,3,void _set_value(org.omg.CORBA.Any value),False
3,AnyHolder,4,org.omg.CORBA.Any _get_value(),False
3,AnyHolder,5,"void _set_value(org.omg.CORBA.Any value, int offset)",False
4,AnySeqHelper,1,boolean add(E e),False
4,AnySeqHelper,2,"void add(int index, E element)",False
4,AnySeqHelper,3,boolean addAll(Collection<? extends E> c),False
4,AnySeqHelper,4,boolean remove(Object o),False
4,AnySeqHelper,5,E remove(int index),False
5,AnySeqHolder,1,boolean add(E e),False
5,AnySeqHolder,2,E get(int index),False
5,AnySeqHolder,3,E remove(int index),False
5,AnySeqHolder,4,boolean addAll(Collection<? extends E> c),False
5,AnySeqHolder,5,void clear(),False
6,BooleanHolder,1,boolean is_nil(),False
6,BooleanHolder,2,void _set_value(boolean new_value),False
6,BooleanHolder,3,boolean _get_value(),False
6,BooleanHolder,4,void _duplicate(org.omg.CORBA.BooleanHolder obj),False
6,BooleanHolder,5,void _release(),False
7,BooleanSeqHelper,1,boolean add(E e),False
7,BooleanSeqHelper,2,"void add(int index, E element)",False
7,BooleanSeqHelper,3,boolean addAll(Collection<? extends E> c),False
7,BooleanSeqHelper,4,boolean remove(Object o),False
7,BooleanSeqHelper,5,E remove(int index),False
8,BooleanSeqHolder,1,boolean add(E e),False
8,BooleanSeqHolder,2,"void add(int index, E element)",False
8,BooleanSeqHolder,3,boolean addAll(Collection<? extends E> c),False
8,BooleanSeqHolder,4,"boolean addAll(int index, Collection<? extends E> c)",False
8,BooleanSeqHolder,5,void clear(),False
9,ByteHolder,1,void setValue(byte[] value),False
9,ByteHolder,2,byte[] getValue(),False
9,ByteHolder,3,void _duplicate(org.omg.CORBA.portable.IDLEntity rhs),False
9,ByteHolder,4,boolean _is_a(String s),False
9,ByteHolder,5,String _get_repository_id(),False
10,CharHolder,1,void set(char value),False
10,CharHolder,2,char get(),False
10,CharHolder,3,void _set_value(char value),False
10,CharHolder,4,char _get_value(),False
10,CharHolder,5,void _duplicate(org.omg.CORBA.TCKind tckind),False
11,CharSeqHelper,1,char[] toCharArray(),False
11,CharSeqHelper,2,int length(),False
11,CharSeqHelper,3,char charAt(int index),False
11,CharSeqHelper,4,"CharSeq subSequence(int start, int end)",False
11,CharSeqHelper,5,boolean equals(Object obj),False
12,CharSeqHolder,1,int size(),False
12,CharSeqHolder,2,boolean isEmpty(),False
12,CharSeqHolder,3,boolean contains(Object o),False
12,CharSeqHolder,4,Object[] toArray(),False
12,CharSeqHolder,5,boolean add(E e),False
12,CharSeqHolder,6,boolean remove(Object o),False
12,CharSeqHolder,7,boolean addAll(Collection<? extends E> c),False
12,CharSeqHolder,8,boolean removeAll(Collection<?> c),False
12,CharSeqHolder,9,boolean retainAll(Collection<?> c),False
12,CharSeqHolder,10,void clear(),False
12,CharSeqHolder,11,E get(int index),False
12,CharSeqHolder,12,"E set(int index, E element)",False
12,CharSeqHolder,13,"void add(int index, E element)",False
12,CharSeqHolder,14,E remove(int index),False
12,CharSeqHolder,15,int indexOf(Object o),False
12,CharSeqHolder,16,int lastIndexOf(Object o),False
12,CharSeqHolder,17,ListIterator<E> listIterator(),False
12,CharSeqHolder,18,ListIterator<E> listIterator(int index),False
12,CharSeqHolder,19,"List<E> subList(int fromIndex, int toIndex)",False
12,CharSeqHolder,20,boolean equals(Object o),False
12,CharSeqHolder,21,int hashCode(),False
12,CharSeqHolder,22,Object clone(),False
12,CharSeqHolder,23,void sort(Comparator<? super E> c),False
12,CharSeqHolder,24,Spliterator<E> spliterator(),False
12,CharSeqHolder,25,boolean removeIf(Predicate<? super E> filter),False
12,CharSeqHolder,26,void replaceAll(UnaryOperator<E> operator),False
12,CharSeqHolder,27,void forEach(Consumer<? super E> action),False
