FileName,UsedPackage
BreakIterator_1,True
BreakIterator_2,True
BreakIterator_3,True
BreakIterator_5,True
BreakIterator_6,True
BreakIterator_9,True
BreakIterator_10,True
BreakIterator_11,True
BreakIterator_14,True
BreakIterator_15,True
BreakIterator_16,True
CollationElementIterator_3,True
Collator_1,True
Collator_2,True
Collator_5,True
Collator_6,True
Collator_7,True
DateFormat_1,True
DateFormat_2,True
DateFormat_3,True
DateFormat_4,True
DateFormat_5,True
DateFormat_6,True
DateFormat_7,True
DateFormat_8,True
DateFormat_9,True
DateFormat_10,True
FieldPosition_1,True
FieldPosition_2,True
FieldPosition_3,True
FieldPosition_4,True
FieldPosition_7,True
FieldPosition_8,True
Format_1,True
MessageFormat_1,True
NumberFormat_1,True
NumberFormat_2,True
NumberFormat_3,True
NumberFormat_4,True
NumberFormat_5,True
ParsePosition_2,True
ParsePosition_3,True
ParsePosition_4,True
ParsePosition_5,True
StringCharacterIterator_1,True
StringCharacterIterator_2,True
StringCharacterIterator_3,True
StringCharacterIterator_7,True
StringCharacterIterator_8,True
StringCharacterIterator_9,True
StringCharacterIterator_15,True
StringCharacterIterator_16,True
StringCharacterIterator_17,True
StringCharacterIterator_23,True
StringCharacterIterator_24,True
StringCharacterIterator_25,True
StringCharacterIterator_31,True
StringCharacterIterator_32,True
StringCharacterIterator_33,True
