Sample Number,ClassName,Snippet Number,Method,Exist
0,BasicArrowButton,1,boolean isEnabled(),False
0,BasicArrowButton,2,void setEnabled(boolean b),False
0,BasicArrowButton,3,void setArrowType(int arrowType),False
0,BasicArrowButton,4,int getArrowType(),False
0,BasicArrowButton,5,void setDirection(int direction),True
1,BasicBorders,1,boolean isBorderOpaque(),False
1,BasicBorders,2,Insets getBorderInsets(Component c),False
1,BasicBorders,3,boolean isBorderOpaque(),False
1,BasicBorders,4,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",False
1,BasicBorders,5,Insets getBorderInsets(Component c),False
2,BasicBorders.ButtonBorder,1,boolean isOpaque(),False
2,BasicBorders.ButtonBorder,2,Insets getBorderInsets(Component c),False
2,BasicBorders.ButtonBorder,3,boolean isBorderOpaque(),False
2,BasicBorders.ButtonBorder,4,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True
2,BasicBorders.ButtonBorder,5,Insets getInteriorInsets(),False
3,BasicBorders.FieldBorder,1,boolean isFocusTraversable(),False
3,BasicBorders.FieldBorder,2,void setFocusTraversable(boolean aFlag),False
3,BasicBorders.FieldBorder,3,void setFocus(boolean aFlag),False
3,BasicBorders.FieldBorder,4,void setFocusOwner(Component aComponent),False
3,BasicBorders.FieldBorder,5,Component getFocusOwner(),False
4,BasicBorders.MarginBorder,1,boolean isBorderOpaque(),False
4,BasicBorders.MarginBorder,2,Insets getBorderInsets(Component c),False
4,BasicBorders.MarginBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",False
4,BasicBorders.MarginBorder,4,void installBorder(JComponent c),False
4,BasicBorders.MarginBorder,5,void uninstallBorder(JComponent c),False
5,BasicBorders.MenuBarBorder,1,boolean isBorderOpaque(),False
5,BasicBorders.MenuBarBorder,2,Insets getBorderInsets(Component c),False
5,BasicBorders.MenuBarBorder,3,boolean isBorderOpaque(),False
5,BasicBorders.MenuBarBorder,4,Insets getBorderInsets(Component c),False
5,BasicBorders.MenuBarBorder,5,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True
6,BasicBorders.RadioButtonBorder,1,boolean isToggleButton(),False
6,BasicBorders.RadioButtonBorder,2,void setToggleButton(boolean b),False
6,BasicBorders.RadioButtonBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True
6,BasicBorders.RadioButtonBorder,4,Insets getBorderInsets(Component c),False
6,BasicBorders.RadioButtonBorder,5,boolean isBorderOpaque(),False
7,BasicBorders.RolloverButtonBorder,1,boolean isRollover(),False
7,BasicBorders.RolloverButtonBorder,2,void setRollover(boolean b),False
7,BasicBorders.RolloverButtonBorder,3,void setRolloverIcon(Icon icon),False
7,BasicBorders.RolloverButtonBorder,4,Icon getRolloverIcon(),False
7,BasicBorders.RolloverButtonBorder,5,void setRolloverText(String text),False
7,BasicBorders.RolloverButtonBorder,6,String getRolloverText(),False
7,BasicBorders.RolloverButtonBorder,7,void setRolloverEnabled(boolean b),False
7,BasicBorders.RolloverButtonBorder,8,boolean isRolloverEnabled(),False
7,BasicBorders.RolloverButtonBorder,9,void setRolloverSelected(boolean b),False
7,BasicBorders.RolloverButtonBorder,10,boolean isRolloverSelected(),False
7,BasicBorders.RolloverButtonBorder,11,void setRolloverBackground(Color c),False
7,BasicBorders.RolloverButtonBorder,12,Color getRolloverBackground(),False
7,BasicBorders.RolloverButtonBorder,13,void setRolloverForeground(Color c),False
7,BasicBorders.RolloverButtonBorder,14,Color getRolloverForeground(),False
7,BasicBorders.RolloverButtonBorder,15,void setRolloverBorder(Border b),False
7,BasicBorders.RolloverButtonBorder,16,Border getRolloverBorder(),False
