Sample Number,ClassName,Snippet Number,Method,Exist
0,BaseRowSet,1,boolean add(E e),False
0,BaseRowSet,2,void clear(),False
0,BaseRowSet,3,boolean contains(Object o),False
0,BaseRowSet,4,E get(int index),False
0,BaseRowSet,5,int indexOf(Object o),False
1,RowSetMetaDataImpl,1,boolean next(),False
1,RowSetMetaDataImpl,2,boolean previous(),False
1,RowSetMetaDataImpl,3,boolean first(),False
1,RowSetMetaDataImpl,4,boolean last(),False
1,RowSetMetaDataImpl,5,int getRow(),False
1,RowSetMetaDataImpl,6,int getColumnCount(),True
1,RowSetMetaDataImpl,7,String getColumnName(int column),True
1,RowSetMetaDataImpl,8,int getColumnType(int column),True
1,RowSetMetaDataImpl,9,String getColumnLabel(int column),True
1,RowSetMetaDataImpl,10,String getColumnClassName(int column),True
1,RowSetMetaDataImpl,11,boolean readOnly(),False
1,RowSetMetaDataImpl,12,boolean isAfterLast(),False
1,RowSetMetaDataImpl,13,boolean isBeforeFirst(),False
1,RowSetMetaDataImpl,14,boolean isFirst(),False
1,RowSetMetaDataImpl,15,boolean isLast(),False
1,RowSetMetaDataImpl,16,boolean isAfterFirst(),False
1,RowSetMetaDataImpl,17,boolean isBeforeLast(),False
1,RowSetMetaDataImpl,18,boolean isConcurrencyCheckingEnabled(),False
1,RowSetMetaDataImpl,19,boolean isDeleted(),False
1,RowSetMetaDataImpl,20,boolean isInserted(),False
1,RowSetMetaDataImpl,21,boolean isRowChanged(),False
1,RowSetMetaDataImpl,22,boolean isRowDeleted(),False
1,RowSetMetaDataImpl,23,boolean isRowInserted(),False
1,RowSetMetaDataImpl,24,boolean isRowSetChanged(),False
1,RowSetMetaDataImpl,25,boolean isUpdated(),False
2,RowSetProvider,1,RowSetProvider.createRowSet(String rowSetType),False
2,RowSetProvider,2,RowSetProvider.getRowSetFactory(String rowSetType),False
2,RowSetProvider,3,RowSetProvider.getRowSetWriter(String rowSetType),False
2,RowSetProvider,4,RowSetProvider.getRowSetReader(String rowSetType),False
2,RowSetProvider,5,"RowSetProvider.getRowSetFactory(String rowSetType, String providerName)",False
