Sample Number,ClassName,Snippet Number,Method,Exist
0,AsynchronousChannelGroup,1,AsynchronousChannelGroup newInstance(),False
0,AsynchronousChannelGroup,2,AsynchronousChannelGroup withThreadPool(ExecutorService executor),True
0,AsynchronousChannelGroup,3,"AsynchronousChannelGroup withThreadPool(ExecutorService executor, int initialSize, int maximumSize)",False
0,AsynchronousChannelGroup,4,AsynchronousChannelGroup withCachedThreadPool(),False
0,AsynchronousChannelGroup,5,AsynchronousChannelGroup withFixedThreadPool(int nThreads),False
0,AsynchronousChannelGroup,6,void shutdown(),True
0,AsynchronousChannelGroup,7,void shutdownNow(),True
0,AsynchronousChannelGroup,8,boolean isShutdown(),True
0,AsynchronousChannelGroup,9,boolean isTerminated(),True
0,AsynchronousChannelGroup,10,"boolean awaitTermination(long timeout, TimeUnit unit)",True
0,AsynchronousChannelGroup,11,"<T> Future<T> submit(Runnable task, T result)",False
0,AsynchronousChannelGroup,12,"<T> Future<T> submit(Runnable task, T result, Executor executor)",False
0,AsynchronousChannelGroup,13,<T> Future<T> submit(Callable<T> task),False
0,AsynchronousChannelGroup,14,"<T> Future<T> submit(Runnable task, T result, Executor executor, long timeout, TimeUnit unit)",False
0,AsynchronousChannelGroup,15,"<T> Future<T> submit(Callable<T> task, long timeout, TimeUnit unit)",False
1,AsynchronousFileChannel,1,"int read(ByteBuffer dst, long position)",False
1,AsynchronousFileChannel,2,"int write(ByteBuffer src, long position)",False
1,AsynchronousFileChannel,3,long size(),True
1,AsynchronousFileChannel,4,void force(boolean metaData),True
1,AsynchronousFileChannel,5,void close(),False
2,AsynchronousServerSocketChannel,1,AsynchronousServerSocketChannel open(),True
2,AsynchronousServerSocketChannel,2,"void bind(SocketAddress local, Handler<AsynchronousChannel> handler)",False
2,AsynchronousServerSocketChannel,3,void accept(Handler<AsynchronousSocketChannel> handler),False
2,AsynchronousServerSocketChannel,4,void close(),False
2,AsynchronousServerSocketChannel,5,"void setOption(SocketOption<T> name, T value)",False
3,AsynchronousSocketChannel,1,AsynchronousSocketChannel open(),True
3,AsynchronousSocketChannel,2,void bind(SocketAddress local),False
3,AsynchronousSocketChannel,3,void connect(SocketAddress remote),False
3,AsynchronousSocketChannel,4,"void read(ByteBuffer dst, A attachment, CompletionHandler<Integer,? super A> handler)",False
3,AsynchronousSocketChannel,5,"void write(ByteBuffer src, A attachment, CompletionHandler<Integer,? super A> handler)",False
4,Channels,1,"FileChannel.map(FileChannel.MapMode mode, long position, long size)",False
4,Channels,2,"FileChannel.transferTo(long position, long count, WritableByteChannel target)",False
4,Channels,3,"FileChannel.transferFrom(ReadableByteChannel src, long position, long count)",False
4,Channels,4,FileChannel.force(boolean metaData),False
4,Channels,5,FileChannel.position(long newPosition),False
5,DatagramChannel,1,DatagramChannel open(),True
5,DatagramChannel,2,DatagramChannel bind(SocketAddress local),True
5,DatagramChannel,3,int read(ByteBuffer dst),True
5,DatagramChannel,4,int write(ByteBuffer src),True
5,DatagramChannel,5,"long read(ByteBuffer[] dsts, int offset, int length)",True
5,DatagramChannel,6,"long write(ByteBuffer[] srcs, int offset, int length)",True
5,DatagramChannel,7,SocketAddress receive(ByteBuffer dst),True
5,DatagramChannel,8,"SocketAddress send(ByteBuffer src, SocketAddress target)",False
5,DatagramChannel,9,"long read(ByteBuffer dst, SocketAddress target)",False
5,DatagramChannel,10,"long write(ByteBuffer src, SocketAddress target)",False
6,FileChannel,1,FileChannel.position(long newPosition),False
6,FileChannel,2,FileChannel.size(),False
6,FileChannel,3,FileChannel.truncate(long size),False
6,FileChannel,4,FileChannel.read(ByteBuffer dst),False
6,FileChannel,5,FileChannel.write(ByteBuffer src),False
7,FileChannel.MapMode,1,"FileChannel.map(FileChannel.MapMode mode, long position, long size)",False
7,FileChannel.MapMode,2,FileChannel.force(boolean metaData),False
7,FileChannel.MapMode,3,FileChannel.position(long newPosition),False
7,FileChannel.MapMode,4,FileChannel.size(),False
7,FileChannel.MapMode,5,FileChannel.truncate(long size),False
8,FileLock,1,"FileLock tryLock(long position, long size, boolean shared)",False
8,FileLock,2,void release(),True
8,FileLock,3,boolean isShared(),True
8,FileLock,4,long position(),True
8,FileLock,5,long size(),True
9,MembershipKey,1,boolean isValid(),True
9,MembershipKey,2,boolean drop(),False
9,MembershipKey,3,InetAddress getAddress(),False
9,MembershipKey,4,NetworkInterface getInterface(),False
9,MembershipKey,5,byte[] getKey(),False
10,Pipe,1,Pipe.SourceChannel source(),True
10,Pipe,2,Pipe.SinkChannel sink(),True
10,Pipe,3,void closeSource(),False
