FileName,UsedPackage
AsynchronousChannelGroup_2,True
AsynchronousChannelGroup_6,True
AsynchronousChannelGroup_7,True
AsynchronousChannelGroup_8,True
AsynchronousChannelGroup_9,True
AsynchronousChannelGroup_10,True
AsynchronousFileChannel_3,True
AsynchronousFileChannel_4,True
AsynchronousServerSocketChannel_1,True
AsynchronousSocketChannel_1,True
DatagramChannel_1,True
DatagramChannel_2,True
DatagramChannel_3,True
DatagramChannel_4,True
DatagramChannel_5,True
DatagramChannel_6,True
DatagramChannel_7,True
FileLock_2,True
FileLock_3,True
FileLock_4,True
FileLock_5,True
MembershipKey_1,True
Pipe_1,True
Pipe_2,True
SelectableChannel_2,False
SelectableChannel_5,False
SelectionKey_1,True
SelectionKey_3,True
SelectionKey_4,True
SelectionKey_5,True
SelectionKey_6,True
SelectionKey_7,True
SelectionKey_8,True
SelectionKey_9,False
ServerSocketChannel_1,True
ServerSocketChannel_2,True
