ClassName,Method,Return Type
InvalidValueHelper,extract(Any a),static InvalidValue
InvalidValueHelper,id(),static String
InvalidValueHelper,"insert(Any a, InvalidValue that)",static void
InvalidValueHelper,read(InputStream istream),static InvalidValue
InvalidValueHelper,type(),static TypeCode
InvalidValueHelper,"write(OutputStream ostream, InvalidValue value)",static void
TypeMismatchHelper,extract(Any a),static TypeMismatch
TypeMismatchHelper,id(),static String
TypeMismatchHelper,"insert(Any a, TypeMismatch that)",static void
TypeMismatchHelper,read(InputStream istream),static TypeMismatch
TypeMismatchHelper,type(),static TypeCode
TypeMismatchHelper,"write(OutputStream ostream, TypeMismatch value)",static void
