FileName,Compilable,Runnable,Correct
AbstractDocument_1,False,False,False
DefaultCaret_3,True,True,True
DefaultCaret_4,True,True,True
DefaultCaret_5,True,True,True
DefaultFormatter_3,False,False,False
DefaultFormatter_5,True,True,True
DefaultStyledDocument_4,False,False,False
DefaultStyledDocument_5,False,False,False
JTextComponent_4,True,True,True
MaskFormatter_2,False,False,False
MaskFormatter_3,True,False,False
PlainDocument_1,True,True,True
Segment_1,False,False,False
Segment_2,False,False,False
Segment_3,False,False,False
StyledEditorKit_ItalicAction_1,False,False,False
StyledEditorKit_UnderlineAction_5,True,False,False
