FileName,UsedPackage
AbstractDocument_1,True
DefaultCaret_1,False
DefaultCaret_2,False
DefaultCaret_3,True
DefaultCaret_4,True
DefaultCaret_5,True
DefaultEditorKit.DefaultKeyTypedAction_1,False
DefaultFormatter_2,False
DefaultFormatter_3,True
DefaultFormatter_5,True
DefaultHighlighter_3,False
DefaultStyledDocument_4,True
DefaultStyledDocument_5,True
JTextComponent_1,False
JTextComponent_2,False
JTextComponent_3,False
JTextComponent_4,True
JTextComponent_5,False
JTextComponent.DropLocation_2,False
MaskFormatter_2,True
MaskFormatter_3,True
PlainDocument_1,True
Segment_1,True
Segment_2,True
Segment_3,True
StyledEditorKit.BoldAction_1,False
StyledEditorKit.FontSizeAction_1,False
StyledEditorKit_ItalicAction_1,True
StyledEditorKit_UnderlineAction_5,True
