Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractDocument,1,void setDocumentFilter(DocumentFilter filter),True
0,AbstractDocument,2,"void putProperty(String propertyName, Object value)",False
0,AbstractDocument,3,Object getProperty(String propertyName),False
0,AbstractDocument,4,void removePropertyChangeListener(PropertyChangeListener listener),False
0,AbstractDocument,5,void addPropertyChangeListener(PropertyChangeListener listener),False
1,AbstractDocument.ElementEdit,1,boolean add(E e),False
1,AbstractDocument.ElementEdit,2,"void add(int index, E element)",False
1,AbstractDocument.ElementEdit,3,boolean addAll(Collection<? extends E> c),False
1,AbstractDocument.ElementEdit,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,AbstractDocument.ElementEdit,5,void clear(),False
2,AbstractWriter,1,boolean add(E e),False
2,AbstractWriter,2,"void add(int index, E element)",False
2,AbstractWriter,3,boolean addAll(Collection<? extends E> c),False
2,AbstractWriter,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,AbstractWriter,5,void clear(),False
3,AsyncBoxView,1,boolean add(E e),False
3,AsyncBoxView,2,"void add(int index, E element)",False
3,AsyncBoxView,3,boolean addAll(Collection<? extends E> c),False
3,AsyncBoxView,4,"boolean addAll(int index, Collection<? extends E> c)",False
3,AsyncBoxView,5,void clear(),False
4,BoxView,1,boolean add(E e),False
4,BoxView,2,"void add(int index, E element)",False
4,BoxView,3,boolean addAll(Collection<? extends E> c),False
4,BoxView,4,"boolean addAll(int index, Collection<? extends E> c)",False
4,BoxView,5,void clear(),False
5,ComponentView,1,boolean add(E e),False
5,ComponentView,2,"void add(int index, E element)",False
5,ComponentView,3,boolean addAll(Collection<? extends E> c),False
5,ComponentView,4,"boolean addAll(int index, Collection<? extends E> c)",False
5,ComponentView,5,void clear(),False
6,CompositeView,1,boolean add(E e),False
6,CompositeView,2,"void add(int index, E element)",False
6,CompositeView,3,boolean addAll(Collection<? extends E> c),False
6,CompositeView,4,"boolean addAll(int index, Collection<? extends E> c)",False
6,CompositeView,5,void clear(),False
7,DateFormatter,1,DateFormatter(),False
7,DateFormatter,2,void setFormats(Vector formats),False
7,DateFormatter,3,void setAllowsInvalid(),False
7,DateFormatter,4,void setOverwriteMode(),False
7,DateFormatter,5,void setCommitsOnValidEdit(),False
8,DefaultCaret,1,void setBlinkRate(int blinkRate),True
8,DefaultCaret,2,int getBlinkRate(),True
8,DefaultCaret,3,void setVisible(boolean visible),True
8,DefaultCaret,4,boolean isVisible(),True
8,DefaultCaret,5,void setUpdatePolicy(int updatePolicy),True
9,DefaultEditorKit,1,void cut(),False
9,DefaultEditorKit,2,void copy(),False
9,DefaultEditorKit,3,void delete(),False
9,DefaultEditorKit,4,void deletePreviousChar(),False
9,DefaultEditorKit,5,void deleteNextChar(),False
9,DefaultEditorKit,6,void insertString(String str),False
9,DefaultEditorKit,7,void insertParagraph(String str),False
9,DefaultEditorKit,8,void insertNewline(),False
9,DefaultEditorKit,9,void insertTab(),False
9,DefaultEditorKit,10,void insertBreak(),False
9,DefaultEditorKit,11,void insertCharacter(char c),False
