Sample Number,ClassName,Snippet Number,Method,Exist
0,AddressHelper,1,AddressHelper.narrow(org.omg.CORBA.Object obj),False
0,AddressHelper,2,"AddressHelper.narrow(org.omg.CORBA.Object obj, int timeout)",False
0,AddressHelper,3,AddressHelper.unbind(org.omg.CORBA.Object obj),False
0,AddressHelper,4,AddressHelper.unbind_many(org.omg.CORBA.Object[] objs),False
0,AddressHelper,5,AddressHelper.string_to_object(String name),False
1,InvalidAddressHelper,1,InvalidAddressHelper.string_to_cos_address(String name),False
1,InvalidAddressHelper,2,InvalidAddressHelper.cos_address_to_string(CosAddress cos_address),False
1,InvalidAddressHelper,3,InvalidAddressHelper.get_port(CosAddress cos_address),False
1,InvalidAddressHelper,4,InvalidAddressHelper.get_host(CosAddress cos_address),False
1,InvalidAddressHelper,5,InvalidAddressHelper.get_type(CosAddress cos_address),False
2,InvalidAddressHolder,1,InvalidAddressHolder,False
2,InvalidAddressHolder,2,InvalidAddress,False
2,InvalidAddressHolder,3,InvalidName,False
2,InvalidAddressHolder,4,AlreadyBound,False
2,InvalidAddressHolder,5,NotEmpty,False
2,InvalidAddressHolder,6,InvalidNameComponent,False
2,InvalidAddressHolder,7,InvalidAddress,False
2,InvalidAddressHolder,8,AlreadyBound,False
2,InvalidAddressHolder,9,NotEmpty,False
2,InvalidAddressHolder,10,InvalidNameComponent,False
3,StringNameHelper,1,StringNameHelper.string_to_name(String name),False
3,StringNameHelper,2,StringNameHelper.name_to_string(Name name),False
3,StringNameHelper,3,StringNameHelper.string_to_name_component(String name),False
3,StringNameHelper,4,StringNameHelper.name_component_to_string(NameComponent name),False
3,StringNameHelper,5,StringNameHelper.string_to_name_component_ext(String name),False
4,URLStringHelper,1,String toURLString(String name),False
4,URLStringHelper,2,String toName(String urlString),False
4,URLStringHelper,3,"String toURLString(String name, String type)",False
4,URLStringHelper,4,"String toName(String urlString, String type)",False
4,URLStringHelper,5,"String toURLString(String name, String type, String kind)",False
