ClassName,Method,Return Type
Applet,destroy(),void
Applet,getAccessibleContext(),AccessibleContext
Applet,getAppletContext(),AppletContext
Applet,getAppletInfo(),String
Applet,getAudioClip(URL url),AudioClip
Applet,"getAudioClip(URL url, String name)",AudioClip
Applet,getCodeBase(),URL
Applet,getDocumentBase(),URL
Applet,getImage(URL url),Image
Applet,"getImage(URL url, String name)",Image
Applet,getLocale(),Locale
Applet,getParameter(String name),String
Applet,getParameterInfo(),String[][]
Applet,init(),void
Applet,isActive(),boolean
Applet,isValidateRoot(),boolean
Applet,newAudioClip(URL url),static AudioClip
Applet,play(URL url),void
Applet,"play(URL url, String name)",void
Applet,resize(Dimension d),void
Applet,"resize(int width, int height)",void
Applet,setStub(AppletStub stub),void
Applet,showStatus(String msg),void
Applet,start(),void
Applet,stop(),void
