Sample Number,ClassName,Snippet Number,Method,Exist
0,JAXBResult,1,boolean add(E e),False
0,JAXBResult,2,"void add(int index, E element)",False
0,JAXBResult,3,boolean addAll(Collection<? extends E> c),False
0,JAXBResult,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,JAXBResult,5,void clear(),False
1,JAXBSource,1,boolean add(E e),False
1,JAXBSource,2,boolean addAll(Collection<? extends E> c),False
1,JAXBSource,3,void clear(),False
1,JAXBSource,4,boolean contains(Object o),False
1,JAXBSource,5,boolean containsAll(Collection<?> c),False
1,JAXBSource,6,boolean equals(Object o),False
1,JAXBSource,7,E get(int index),False
1,JAXBSource,8,int indexOf(Object o),False
1,JAXBSource,9,boolean isEmpty(),False
1,JAXBSource,10,Iterator<E> iterator(),False
1,JAXBSource,11,int lastIndexOf(Object o),False
1,JAXBSource,12,ListIterator<E> listIterator(),False
1,JAXBSource,13,ListIterator<E> listIterator(int index),False
1,JAXBSource,14,boolean remove(Object o),False
1,JAXBSource,15,E remove(int index),False
1,JAXBSource,16,boolean removeAll(Collection<?> c),False
1,JAXBSource,17,boolean retainAll(Collection<?> c),False
1,JAXBSource,18,"E set(int index, E element)",False
1,JAXBSource,19,int size(),False
1,JAXBSource,20,"List<E> subList(int fromIndex, int toIndex)",False
1,JAXBSource,21,Object[] toArray(),False
1,JAXBSource,22,<T> T[] toArray(T[] a),False
1,JAXBSource,23,String toString(),False
2,ValidationEventCollector,1,boolean hasEvents(),True
2,ValidationEventCollector,2,List<ValidationEvent> getEvents(),False
2,ValidationEventCollector,3,void clear(),False
2,ValidationEventCollector,4,void addValidationEvent(ValidationEvent event),False
2,ValidationEventCollector,5,"void addValidationEvent(ValidationEventLocator locator, String msg, Object arg)",False
2,ValidationEventCollector,6,"void addValidationEvent(ValidationEventLocator locator, String msg, Object[] arg)",False
2,ValidationEventCollector,7,"void addValidationEvent(ValidationEventLocator locator, String msg, Object arg1, Object arg2)",False
2,ValidationEventCollector,8,"void addValidationEvent(ValidationEventLocator locator, String msg, Object arg1, Object arg2, Object arg3)",False
2,ValidationEventCollector,9,"void addValidationEvent(ValidationEventLocator locator, String msg, Object arg1, Object arg2, Object arg3, Object arg4)",False
2,ValidationEventCollector,10,"void addValidationEvent(ValidationEventLocator locator, String msg, Object arg1, Object arg2, Object arg3, Object arg4, Object arg5)",False
