Sample Number,ClassName,Snippet Number,Method,Exist
0,XMLEventFactory,1,XMLEventFactory createXMLEventFactory(),False
0,XMLEventFactory,2,"XMLEvent createStartElement(QName name, String namespaceURI, String prefix, int attributeCount)",False
0,XMLEventFactory,3,"XMLEvent createEndElement(QName name, String namespaceURI, String prefix)",False
0,XMLEventFactory,4,"XMLEvent createAttribute(QName name, String value)",False
0,XMLEventFactory,5,XMLEvent createCharacters(String text),False
1,XMLInputFactory,1,XMLStreamReader createXMLStreamReader(Reader),False
1,XMLInputFactory,2,XMLStreamReader createXMLStreamReader(InputStream),False
1,XMLInputFactory,3,XMLStreamReader createXMLStreamReader(String),False
1,XMLInputFactory,4,XMLStreamReader createXMLStreamReader(URL),False
1,XMLInputFactory,5,XMLStreamReader createXMLStreamReader(File),False
2,XMLOutputFactory,1,XMLOutputFactory newInstance(),True
2,XMLOutputFactory,2,XMLStreamWriter createXMLStreamWriter(OutputStream stream),True
2,XMLOutputFactory,3,XMLStreamWriter createXMLStreamWriter(Writer writer),True
2,XMLOutputFactory,4,"XMLStreamWriter createXMLStreamWriter(OutputStream stream, String encoding)",True
2,XMLOutputFactory,5,"XMLStreamWriter createXMLStreamWriter(Writer writer, String encoding)",False
