Sample Number,ClassName,Snippet Number,Method,Exist
0,LogStream,1,boolean add(E e),False
0,LogStream,2,"void add(int index, E element)",False
0,LogStream,3,boolean addAll(Collection<? extends E> c),False
0,LogStream,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,LogStream,5,void clear(),False
1,ObjID,1,boolean equals(Object obj),True
1,ObjID,2,int hashCode(),True
1,ObjID,3,String toString(),True
1,ObjID,4,int size(),False
1,ObjID,5,boolean isEmpty(),False
2,Operation,1,boolean add(E e),False
2,Operation,2,boolean addAll(Collection<? extends E> c),False
2,Operation,3,void clear(),False
2,Operation,4,boolean contains(Object o),False
2,Operation,5,boolean containsAll(Collection<?> c),False
2,Operation,6,boolean equals(Object o),False
2,Operation,7,E get(int index),False
2,Operation,8,int indexOf(Object o),False
2,Operation,9,boolean isEmpty(),False
2,Operation,10,Iterator<E> iterator(),False
2,Operation,11,int lastIndexOf(Object o),False
2,Operation,12,ListIterator<E> listIterator(),False
2,Operation,13,ListIterator<E> listIterator(int index),False
2,Operation,14,boolean remove(Object o),False
2,Operation,15,E remove(int index),False
2,Operation,16,boolean removeAll(Collection<?> c),False
2,Operation,17,boolean retainAll(Collection<?> c),False
2,Operation,18,"E set(int index, E element)",False
2,Operation,19,int size(),False
2,Operation,20,"List<E> subList(int fromIndex, int toIndex)",False
3,RemoteObject,1,protected ObjectInputStream createObjectInputStream(InputStream in),False
3,RemoteObject,2,protected ObjectOutputStream createObjectOutputStream(OutputStream out),False
3,RemoteObject,3,"protected void exportObject(Object obj, Remote rmiRef)",False
3,RemoteObject,4,"protected void unexportObject(Object obj, boolean unregister)",False
3,RemoteObject,5,protected void notifyServer(Remote server),False
4,RemoteObjectInvocationHandler,1,boolean add(E e),False
4,RemoteObjectInvocationHandler,2,"void add(int index, E element)",False
4,RemoteObjectInvocationHandler,3,boolean addAll(Collection<? extends E> c),False
4,RemoteObjectInvocationHandler,4,boolean remove(Object o),False
4,RemoteObjectInvocationHandler,5,E remove(int index),False
5,RemoteServer,1,boolean add(E e),False
5,RemoteServer,2,"void add(int index, E element)",False
5,RemoteServer,3,boolean addAll(Collection<? extends E> c),False
5,RemoteServer,4,"boolean addAll(int index, Collection<? extends E> c)",False
5,RemoteServer,5,void clear(),False
6,RemoteStub,1,boolean add(E e),False
6,RemoteStub,2,boolean addAll(Collection<? extends E> c),False
6,RemoteStub,3,void clear(),False
6,RemoteStub,4,boolean contains(Object o),False
6,RemoteStub,5,boolean containsAll(Collection<?> c),False
7,RMIClassLoader,1,boolean add(E e),False
7,RMIClassLoader,2,boolean addAll(Collection<? extends E> c),False
7,RMIClassLoader,3,void clear(),False
7,RMIClassLoader,4,boolean contains(Object o),False
7,RMIClassLoader,5,boolean containsAll(Collection<?> c),False
7,RMIClassLoader,6,boolean equals(Object o),False
7,RMIClassLoader,7,E get(int index),False
7,RMIClassLoader,8,int indexOf(Object o),False
7,RMIClassLoader,9,boolean isEmpty(),False
7,RMIClassLoader,10,Iterator<E> iterator(),False
7,RMIClassLoader,11,int lastIndexOf(Object o),False
7,RMIClassLoader,12,ListIterator<E> listIterator(),False
7,RMIClassLoader,13,ListIterator<E> listIterator(int index),False
7,RMIClassLoader,14,boolean remove(Object o),False
7,RMIClassLoader,15,E remove(int index),False
7,RMIClassLoader,16,boolean removeAll(Collection<?> c),False
7,RMIClassLoader,17,boolean retainAll(Collection<?> c),False
7,RMIClassLoader,18,"E set(int index, E element)",False
7,RMIClassLoader,19,int size(),False
7,RMIClassLoader,20,"List<E> subList(int fromIndex, int toIndex)",False
8,RMIClassLoaderSpi,1,boolean add(E e),False
8,RMIClassLoaderSpi,2,boolean addAll(Collection<? extends E> c),False
8,RMIClassLoaderSpi,3,void clear(),False
8,RMIClassLoaderSpi,4,boolean contains(Object o),False
8,RMIClassLoaderSpi,5,boolean containsAll(Collection<?> c),False
9,RMISocketFactory,1,setSocketFactory(RMISocketFactory socketFactory),False
9,RMISocketFactory,2,getSocketFactory(),False
9,RMISocketFactory,3,"createSocket(String host, int port)",False
9,RMISocketFactory,4,createServerSocket(int port),False
9,RMISocketFactory,5,getClientHost(),False
10,UID,1,boolean equals(Object obj),True
10,UID,2,int hashCode(),True
10,UID,3,String toString(),True
10,UID,4,long timestamp(),False
10,UID,5,int clockSeqAndNode(),False
11,UnicastRemoteObject,1,protected Object clone(),False
11,UnicastRemoteObject,2,boolean add(E e),False
11,UnicastRemoteObject,3,boolean addAll(Collection<? extends E> c),False
11,UnicastRemoteObject,4,void clear(),False
11,UnicastRemoteObject,5,boolean contains(Object o),False
