ClassName,Method,Return Type
AncestorEvent,getAncestor(),Container
AncestorEvent,getAncestorParent(),Container
AncestorEvent,getComponent(),JComponent
CaretEvent,getDot(),abstract int
CaretEvent,getMark(),abstract int
DocumentEvent.EventType,toString(),String
EventListenerList,"add(Class<T> t, T l)",<T extends EventListener>void
EventListenerList,getListenerCount(),int
EventListenerList,getListenerCount(Class<?> t),int
EventListenerList,getListenerList(),Object[]
EventListenerList,getListeners(Class<T> t),<T extends EventListener>T[]
EventListenerList,"remove(Class<T> t, T l)",<T extends EventListener>void
EventListenerList,toString(),String
HyperlinkEvent,getDescription(),String
HyperlinkEvent,getEventType(),HyperlinkEvent.EventType
HyperlinkEvent,getInputEvent(),InputEvent
HyperlinkEvent,getSourceElement(),Element
HyperlinkEvent,getURL(),URL
HyperlinkEvent.EventType,toString(),String
InternalFrameAdapter,internalFrameActivated(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameClosed(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameClosing(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameDeactivated(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameDeiconified(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameIconified(InternalFrameEvent e),void
InternalFrameAdapter,internalFrameOpened(InternalFrameEvent e),void
InternalFrameEvent,getInternalFrame(),JInternalFrame
InternalFrameEvent,paramString(),String
ListDataEvent,getIndex0(),int
ListDataEvent,getIndex1(),int
ListDataEvent,getType(),int
ListDataEvent,toString(),String
ListSelectionEvent,getFirstIndex(),int
ListSelectionEvent,getLastIndex(),int
ListSelectionEvent,getValueIsAdjusting(),boolean
ListSelectionEvent,toString(),String
MenuDragMouseEvent,getMenuSelectionManager(),MenuSelectionManager
MenuDragMouseEvent,getPath(),MenuElement[]
MenuKeyEvent,getMenuSelectionManager(),MenuSelectionManager
MenuKeyEvent,getPath(),MenuElement[]
RowSorterEvent,convertPreviousRowIndexToModel(int index),int
RowSorterEvent,getPreviousRowCount(),int
RowSorterEvent,getSource(),RowSorter
RowSorterEvent,getType(),RowSorterEvent.Type
SwingPropertyChangeSupport,firePropertyChange(PropertyChangeEvent evt),void
SwingPropertyChangeSupport,isNotifyOnEDT(),boolean
TableColumnModelEvent,getFromIndex(),int
TableColumnModelEvent,getToIndex(),int
TableModelEvent,getColumn(),int
TableModelEvent,getFirstRow(),int
TableModelEvent,getLastRow(),int
TableModelEvent,getType(),int
TreeExpansionEvent,getPath(),TreePath
TreeModelEvent,getChildIndices(),int[]
TreeModelEvent,getChildren(),Object[]
TreeModelEvent,getPath(),Object[]
TreeModelEvent,getTreePath(),TreePath
TreeModelEvent,toString(),String
TreeSelectionEvent,cloneWithSource(Object newSource),Object
TreeSelectionEvent,getNewLeadSelectionPath(),TreePath
TreeSelectionEvent,getOldLeadSelectionPath(),TreePath
TreeSelectionEvent,getPath(),TreePath
TreeSelectionEvent,getPaths(),TreePath[]
TreeSelectionEvent,isAddedPath(),boolean
TreeSelectionEvent,isAddedPath(int index),boolean
TreeSelectionEvent,isAddedPath(TreePath path),boolean
UndoableEditEvent,getEdit(),UndoableEdit
