FileName,Compilable,Runnable,Correct
CaretEvent_2,True,True,True
CaretEvent_3,True,True,True
HyperlinkEvent_1,True,False,False
HyperlinkEvent_2,False,False,False
InternalFrameAdapter_2,True,False,False
InternalFrameAdapter_3,True,True,True
InternalFrameAdapter_4,True,False,False
InternalFrameAdapter_6,True,True,True
InternalFrameAdapter_7,True,False,False
InternalFrameAdapter_9,True,False,False
InternalFrameAdapter_10,True,True,True
ListDataEvent_2,True,True,True
ListDataEvent_3,True,False,False
ListDataEvent_4,True,True,True
ListSelectionEvent_3,True,False,False
ListSelectionEvent_4,True,True,True
ListSelectionEvent_5,True,False,False
TableModelEvent_2,False,False,False
TableModelEvent_4,False,False,False
TreeModelEvent_2,False,False,False
TreeSelectionEvent_1,False,False,False
TreeSelectionEvent_4,False,False,False
TreeSelectionEvent_5,False,False,False
