ClassName,Method,Return Type
BinaryRefAddr,equals(Object obj),boolean
BinaryRefAddr,getContent(),Object
BinaryRefAddr,hashCode(),int
BinaryRefAddr,toString(),String
Binding,getClassName(),String
Binding,getObject(),Object
Binding,setObject(Object obj),void
Binding,toString(),String
CompositeName,"add(int posn, String comp)",Name
CompositeName,add(String comp),Name
CompositeName,"addAll(int posn, Name n)",Name
CompositeName,addAll(Name suffix),Name
CompositeName,clone(),Object
CompositeName,compareTo(Object obj),int
CompositeName,endsWith(Name n),boolean
CompositeName,equals(Object obj),boolean
CompositeName,get(int posn),String
CompositeName,getAll(),Enumeration<String>
CompositeName,getPrefix(int posn),Name
CompositeName,getSuffix(int posn),Name
CompositeName,hashCode(),int
CompositeName,isEmpty(),boolean
CompositeName,remove(int posn),Object
CompositeName,size(),int
CompositeName,startsWith(Name n),boolean
CompositeName,toString(),String
CompoundName,"add(int posn, String comp)",Name
CompoundName,add(String comp),Name
CompoundName,"addAll(int posn, Name n)",Name
CompoundName,addAll(Name suffix),Name
CompoundName,clone(),Object
CompoundName,compareTo(Object obj),int
CompoundName,endsWith(Name n),boolean
CompoundName,equals(Object obj),boolean
CompoundName,get(int posn),String
CompoundName,getAll(),Enumeration<String>
CompoundName,getPrefix(int posn),Name
CompoundName,getSuffix(int posn),Name
CompoundName,hashCode(),int
CompoundName,isEmpty(),boolean
CompoundName,remove(int posn),Object
CompoundName,size(),int
CompoundName,startsWith(Name n),boolean
CompoundName,toString(),String
InitialContext,"addToEnvironment(String propName, Object propVal)",Object
InitialContext,"bind(Name name, Object obj)",void
InitialContext,"bind(String name, Object obj)",void
InitialContext,close(),void
InitialContext,"composeName(Name name, Name prefix)",Name
InitialContext,"composeName(String name, String prefix)",String
InitialContext,createSubcontext(Name name),Context
InitialContext,createSubcontext(String name),Context
InitialContext,destroySubcontext(Name name),void
InitialContext,destroySubcontext(String name),void
InitialContext,doLookup(Name name),static <T> T
InitialContext,doLookup(String name),static <T> T
InitialContext,getDefaultInitCtx(),protected Context
InitialContext,getEnvironment(),"Hashtable<?,?>"
InitialContext,getNameInNamespace(),String
InitialContext,getNameParser(Name name),NameParser
InitialContext,getNameParser(String name),NameParser
InitialContext,getURLOrDefaultInitCtx(Name name),protected Context
InitialContext,getURLOrDefaultInitCtx(String name),protected Context
InitialContext,"init(Hashtable<?,?> environment)",protected void
InitialContext,list(Name name),NamingEnumeration<NameClassPair>
InitialContext,list(String name),NamingEnumeration<NameClassPair>
InitialContext,listBindings(Name name),NamingEnumeration<Binding>
InitialContext,listBindings(String name),NamingEnumeration<Binding>
InitialContext,lookup(Name name),Object
InitialContext,lookup(String name),Object
InitialContext,lookupLink(Name name),Object
InitialContext,lookupLink(String name),Object
InitialContext,"rebind(Name name, Object obj)",void
InitialContext,"rebind(String name, Object obj)",void
InitialContext,removeFromEnvironment(String propName),Object
InitialContext,"rename(Name oldName, Name newName)",void
InitialContext,"rename(String oldName, String newName)",void
InitialContext,unbind(Name name),void
InitialContext,unbind(String name),void
LinkRef,getLinkName(),String
NameClassPair,getClassName(),String
NameClassPair,getName(),String
NameClassPair,getNameInNamespace(),String
NameClassPair,isRelative(),boolean
NameClassPair,setClassName(String name),void
NameClassPair,setName(String name),void
NameClassPair,setNameInNamespace(String fullName),void
NameClassPair,setRelative(boolean r),void
NameClassPair,toString(),String
RefAddr,equals(Object obj),boolean
RefAddr,getContent(),abstract Object
RefAddr,getType(),String
RefAddr,hashCode(),int
RefAddr,toString(),String
Reference,"add(int posn, RefAddr addr)",void
Reference,add(RefAddr addr),void
Reference,clear(),void
Reference,clone(),Object
Reference,equals(Object obj),boolean
Reference,get(int posn),RefAddr
Reference,get(String addrType),RefAddr
Reference,getAll(),Enumeration<RefAddr>
Reference,getClassName(),String
Reference,getFactoryClassLocation(),String
Reference,getFactoryClassName(),String
Reference,hashCode(),int
Reference,remove(int posn),Object
Reference,size(),int
Reference,toString(),String
StringRefAddr,getContent(),Object
