Sample Number,ClassName,Snippet Number,Method,Exist
0,BinaryRefAddr,1,boolean add(E e),False
0,BinaryRefAddr,2,"void add(int index, E element)",False
0,BinaryRefAddr,3,boolean addAll(Collection<? extends E> c),False
0,BinaryRefAddr,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,BinaryRefAddr,5,void clear(),False
1,Binding,1,boolean add(E e),False
1,Binding,2,"void add(int index, E element)",False
1,Binding,3,boolean addAll(Collection<? extends E> c),False
1,Binding,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,Binding,5,void clear(),False
2,CompositeName,1,boolean add(E e),False
2,CompositeName,2,E get(int index),False
2,CompositeName,3,E remove(int index),False
2,CompositeName,4,"E set(int index, E element)",False
2,CompositeName,5,int size(),True
3,CompoundName,1,boolean add(E e),False
3,CompoundName,2,"void add(int index, E element)",False
3,CompoundName,3,boolean addAll(Collection<? extends E> c),False
3,CompoundName,4,"boolean addAll(int index, Collection<? extends E> c)",False
3,CompoundName,5,void clear(),False
4,InitialContext,1,Context lookup(String name),False
4,InitialContext,2,void close(),True
4,InitialContext,3,"void rebind(String name, Object obj)",True
4,InitialContext,4,"void bind(String name, Object obj)",True
4,InitialContext,5,void unbind(String name),True
5,LinkRef,1,boolean add(E e),False
5,LinkRef,2,"boolean add(int index, E element)",False
5,LinkRef,3,"void add(int index, LinkRef<?> linkRef)",False
5,LinkRef,4,boolean addAll(Collection<? extends E> c),False
5,LinkRef,5,"boolean addAll(int index, Collection<? extends E> c)",False
6,NameClassPair,1,boolean add(E e),False
6,NameClassPair,2,"void add(int index, E element)",False
6,NameClassPair,3,boolean addAll(Collection<? extends E> c),False
6,NameClassPair,4,"boolean addAll(int index, Collection<? extends E> c)",False
6,NameClassPair,5,void clear(),False
7,RefAddr,1,"RefAddr(String type, Object addr)",False
7,RefAddr,2,Object getAddress(),False
7,RefAddr,3,String getType(),True
7,RefAddr,4,void setAddress(Object addr),False
7,RefAddr,5,void setType(String type),False
8,Reference,1,boolean add(E e),False
8,Reference,2,"void add(int index, E element)",False
8,Reference,3,boolean addAll(Collection<? extends E> c),False
8,Reference,4,"boolean addAll(int index, Collection<? extends E> c)",False
8,Reference,5,void clear(),True
9,StringRefAddr,1,"StringRefAddr(String type, String addr)",False
9,StringRefAddr,2,String getType(),False
9,StringRefAddr,3,String getAddr(),False
9,StringRefAddr,4,void setType(String type),False
9,StringRefAddr,5,void setAddr(String addr),False
