Sample Number,ClassName,Snippet Number,Method,Exist
0,KeySelector,1,"KeySelectorResult select(KeyInfo keyInfo, Purpose purpose, AlgorithmMethod method, XMLCryptoContext context)",False
0,KeySelector,2,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, Purpose purpose, AlgorithmMethod method, XMLCryptoContext context)",False
0,KeySelector,3,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, List<Purpose> purposes, AlgorithmMethod method, XMLCryptoContext context)",False
0,KeySelector,4,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, List<Purpose> purposes, List<AlgorithmMethod> methods, XMLCryptoContext context)",False
0,KeySelector,5,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, List<Purpose> purposes, List<AlgorithmMethod> methods, XMLCryptoContext context, boolean isOptional)",False
1,KeySelector.Purpose,1,"boolean select(KeyInfo keyInfo, Purpose purpose, AlgorithmMethod method)",False
1,KeySelector.Purpose,2,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, Purpose purpose, AlgorithmMethod method)",False
1,KeySelector.Purpose,3,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, Purpose purpose, AlgorithmMethod method, XMLCryptoContext context)",False
1,KeySelector.Purpose,4,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, Purpose purpose, AlgorithmMethod method, XMLCryptoContext context, KeySelectorResult result)",False
1,KeySelector.Purpose,5,"List<KeySelectorResult> select(List<KeyInfo> keyInfos, Purpose purpose, AlgorithmMethod method, XMLCryptoContext context, KeySelectorResult result, boolean isForEncryption)",False
2,OctetStreamData,1,boolean add(E e),False
2,OctetStreamData,2,"void add(int index, E element)",False
2,OctetStreamData,3,boolean addAll(Collection<? extends E> c),False
2,OctetStreamData,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,OctetStreamData,5,void clear(),False
