ClassName,Method,Return Type
AuthorizeCallback,getAuthenticationID(),String
AuthorizeCallback,getAuthorizationID(),String
AuthorizeCallback,getAuthorizedID(),String
AuthorizeCallback,isAuthorized(),boolean
AuthorizeCallback,setAuthorized(boolean ok),void
AuthorizeCallback,setAuthorizedID(String id),void
Sasl,"createSaslClient(String[] mechanisms, String authorizationId, String protocol, String serverName, Map<String,?> props, CallbackHandler cbh)",static SaslClient
Sasl,"createSaslServer(String mechanism, String protocol, String serverName, Map<String,?> props, CallbackHandler cbh)",static SaslServer
Sasl,getSaslClientFactories(),static Enumeration<SaslClientFactory>
Sasl,getSaslServerFactories(),static Enumeration<SaslServerFactory>
