Sample Number,ClassName,Snippet Number,Method,Exist
0,ArrayType,1,boolean add(E e),False
0,ArrayType,2,"void add(int index, E element)",False
0,ArrayType,3,boolean addAll(Collection<? extends E> c),False
0,ArrayType,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,ArrayType,5,void clear(),False
1,CompositeDataInvocationHandler,1,boolean add(E e),False
1,CompositeDataInvocationHandler,2,"void add(int index, E element)",False
1,CompositeDataInvocationHandler,3,boolean addAll(Collection<? extends E> c),False
1,CompositeDataInvocationHandler,4,boolean remove(Object o),False
1,CompositeDataInvocationHandler,5,E remove(int index),False
2,CompositeDataSupport,1,boolean add(E e),False
2,CompositeDataSupport,2,"void add(int index, E element)",False
2,CompositeDataSupport,3,boolean addAll(Collection<? extends E> c),False
2,CompositeDataSupport,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,CompositeDataSupport,5,void clear(),False
3,CompositeType,1,boolean add(E e),False
3,CompositeType,2,"boolean add(int index, E element)",False
3,CompositeType,3,void clear(),False
3,CompositeType,4,boolean contains(Object o),False
3,CompositeType,5,E get(int index),False
4,OpenMBeanAttributeInfoSupport,1,boolean isReadable(),False
4,OpenMBeanAttributeInfoSupport,2,boolean isWritable(),False
4,OpenMBeanAttributeInfoSupport,3,boolean isIs(),False
4,OpenMBeanAttributeInfoSupport,4,boolean isCollection(),False
4,OpenMBeanAttributeInfoSupport,5,boolean isCompositeType(),False
5,OpenMBeanConstructorInfoSupport,1,"OpenMBeanConstructorInfoSupport(String name, String description, String signature, String[] exceptions)",False
5,OpenMBeanConstructorInfoSupport,2,getConstructorInfo(),False
5,OpenMBeanConstructorInfoSupport,3,getConstructorSignature(),False
5,OpenMBeanConstructorInfoSupport,4,getExceptions(),False
5,OpenMBeanConstructorInfoSupport,5,getName(),False
5,OpenMBeanConstructorInfoSupport,6,getDescription(),False
5,OpenMBeanConstructorInfoSupport,7,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,8,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,9,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,10,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,11,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,12,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,13,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,14,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,15,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,16,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,17,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,18,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,19,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,20,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,21,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,22,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,23,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,24,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,25,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,26,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,27,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,28,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,29,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,30,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,31,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,32,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,33,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,34,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,35,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,36,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,37,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,38,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,39,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,40,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,41,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,42,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,43,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,44,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,45,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,46,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,47,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,48,getParameterType(String name),False
5,OpenMBeanConstructorInfoSupport,49,getParameterDescription(String name),False
5,OpenMBeanConstructorInfoSupport,50,getParameterNames(),False
5,OpenMBeanConstructorInfoSupport,51,getParameterTypes(),False
5,OpenMBeanConstructorInfoSupport,52,getParameterIndex(String name),False
5,OpenMBeanConstructorInfoSupport,53,getParameterType(String name),False
6,OpenMBeanInfoSupport,1,boolean isReadOnly(),False
6,OpenMBeanInfoSupport,2,boolean isWritable(),False
6,OpenMBeanInfoSupport,3,boolean isIs(),False
6,OpenMBeanInfoSupport,4,boolean isCollection(),False
6,OpenMBeanInfoSupport,5,boolean isCompositeType(),False
7,OpenMBeanOperationInfoSupport,1,boolean isReadable(),False
7,OpenMBeanOperationInfoSupport,2,boolean isWritable(),False
7,OpenMBeanOperationInfoSupport,3,boolean isIs(),False
7,OpenMBeanOperationInfoSupport,4,boolean isSet(),False
7,OpenMBeanOperationInfoSupport,5,boolean isAdd(),False
7,OpenMBeanOperationInfoSupport,6,boolean isRemove(),False
7,OpenMBeanOperationInfoSupport,7,boolean isClear(),False
7,OpenMBeanOperationInfoSupport,8,boolean isContains(),False
7,OpenMBeanOperationInfoSupport,9,boolean isContainsAll(),False
7,OpenMBeanOperationInfoSupport,10,boolean isAddAll(),False
7,OpenMBeanOperationInfoSupport,11,boolean isRemoveAll(),False
7,OpenMBeanOperationInfoSupport,12,boolean isRetainAll(),False
7,OpenMBeanOperationInfoSupport,13,boolean isSetAll(),False
7,OpenMBeanOperationInfoSupport,14,boolean isClearAll(),False
7,OpenMBeanOperationInfoSupport,15,boolean isEquals(),False
7,OpenMBeanOperationInfoSupport,16,boolean isHashCode(),False
7,OpenMBeanOperationInfoSupport,17,boolean isToString(),False
7,OpenMBeanOperationInfoSupport,18,boolean isNotify(),False
7,OpenMBeanOperationInfoSupport,19,boolean isNotifyAll(),False
7,OpenMBeanOperationInfoSupport,20,boolean isWait(),False
7,OpenMBeanOperationInfoSupport,21,boolean isFinalize(),False
7,OpenMBeanOperationInfoSupport,22,boolean isClone(),False
7,OpenMBeanOperationInfoSupport,23,boolean isWait(long timeout),False
7,OpenMBeanOperationInfoSupport,24,"boolean isWait(long timeout, int nanos)",False
7,OpenMBeanOperationInfoSupport,25,boolean isFinalize(),False
8,OpenMBeanParameterInfoSupport,1,boolean isReadable(),False
8,OpenMBeanParameterInfoSupport,2,boolean isWritable(),False
8,OpenMBeanParameterInfoSupport,3,boolean isIs(),False
8,OpenMBeanParameterInfoSupport,4,boolean isCollection(),False
8,OpenMBeanParameterInfoSupport,5,boolean isReference(),False
9,OpenType,1,boolean add(E e),False
9,OpenType,2,boolean addAll(Collection<? extends E> c),False
9,OpenType,3,void clear(),False
9,OpenType,4,boolean contains(Object o),False
9,OpenType,5,boolean containsAll(Collection<?> c),False
9,OpenType,6,boolean equals(Object o),True
9,OpenType,7,E get(int index),False
9,OpenType,8,int indexOf(Object o),False
9,OpenType,9,boolean isEmpty(),False
9,OpenType,10,Iterator<E> iterator(),False
9,OpenType,11,int lastIndexOf(Object o),False
9,OpenType,12,ListIterator<E> listIterator(),False
9,OpenType,13,ListIterator<E> listIterator(int index),False
9,OpenType,14,boolean remove(Object o),False
9,OpenType,15,E remove(int index),False
9,OpenType,16,boolean removeAll(Collection<?> c),False
9,OpenType,17,boolean retainAll(Collection<?> c),False
9,OpenType,18,"E set(int index, E element)",False
9,OpenType,19,int size(),False
9,OpenType,20,"List<E> subList(int fromIndex, int toIndex)",False
10,SimpleType,1,boolean isComparable(),False
10,SimpleType,2,boolean isEnumerable(),False
10,SimpleType,3,boolean isInstance(Object value),False
10,SimpleType,4,boolean isNumeric(),False
10,SimpleType,5,boolean isStruct(),False
10,SimpleType,6,boolean isType(Object value),False
10,SimpleType,7,boolean isValue(Object value),True
10,SimpleType,8,boolean isValueComparable(),False
10,SimpleType,9,boolean isValueEnumerable(),False
10,SimpleType,10,boolean isValueNumeric(),False
10,SimpleType,11,boolean isValueStruct(),False
10,SimpleType,12,boolean isValueType(Object value),False
10,SimpleType,13,boolean isValueValid(Object value),False
10,SimpleType,14,boolean isValueComparable(),False
10,SimpleType,15,boolean isValueEnumerable(),False
10,SimpleType,16,boolean isValueNumeric(),False
10,SimpleType,17,boolean isValueStruct(),False
10,SimpleType,18,boolean isValueType(Object value),False
10,SimpleType,19,boolean isValueValid(Object value),False
10,SimpleType,20,boolean isValueComparable(),False
10,SimpleType,21,boolean isValueEnumerable(),False
10,SimpleType,22,boolean isValueNumeric(),False
10,SimpleType,23,boolean isValueStruct(),False
10,SimpleType,24,boolean isValueType(Object value),False
10,SimpleType,25,boolean isValueValid(Object value),False
11,TabularDataSupport,1,boolean add(E e),False
11,TabularDataSupport,2,"void add(int index, E element)",False
11,TabularDataSupport,3,boolean addAll(Collection<? extends E> c),False
11,TabularDataSupport,4,"boolean addAll(int index, Collection<? extends E> c)",False
11,TabularDataSupport,5,void clear(),True
12,TabularType,1,boolean add(E e),False
12,TabularType,2,"void add(int index, E element)",False
12,TabularType,3,boolean addAll(Collection<? extends E> c),False
12,TabularType,4,"boolean addAll(int index, Collection<? extends E> c)",False
12,TabularType,5,void clear(),False
