Sample Number,ClassName,Snippet Number,Method,Exist
0,AttributeListImpl,1,boolean add(E e),False
0,AttributeListImpl,2,E get(int index),False
0,AttributeListImpl,3,"E set(int index, E element)",False
0,AttributeListImpl,4,int size(),False
0,AttributeListImpl,5,boolean isEmpty(),False
1,AttributesImpl,1,boolean add(E e),False
1,AttributesImpl,2,E get(int index),False
1,AttributesImpl,3,E remove(int index),False
1,AttributesImpl,4,"E set(int index, E element)",False
1,AttributesImpl,5,int size(),False
2,DefaultHandler,1,void startDocument(),True
2,DefaultHandler,2,void endDocument(),True
2,DefaultHandler,3,"void startElement(String uri, String localName, String qName, Attributes attributes)",True
2,DefaultHandler,4,"void endElement(String uri, String localName, String qName)",True
2,DefaultHandler,5,"void characters(char ch[], int start, int length)",False
3,LocatorImpl,1,int getLineNumber(),True
3,LocatorImpl,2,int getColumnNumber(),True
3,LocatorImpl,3,String getPublicId(),True
3,LocatorImpl,4,String getSystemId(),True
3,LocatorImpl,5,String getCharacterEncodingScheme(),False
4,NamespaceSupport,1,boolean add(E e),False
4,NamespaceSupport,2,E get(int index),False
4,NamespaceSupport,3,E remove(int index),False
4,NamespaceSupport,4,"E set(int index, E element)",False
4,NamespaceSupport,5,int size(),False
5,ParserAdapter,1,boolean add(E e),False
5,ParserAdapter,2,boolean addAll(Collection<? extends E> c),False
5,ParserAdapter,3,void clear(),False
5,ParserAdapter,4,boolean contains(Object o),False
5,ParserAdapter,5,boolean containsAll(Collection<?> c),False
5,ParserAdapter,6,boolean equals(Object o),False
5,ParserAdapter,7,E get(int index),False
5,ParserAdapter,8,int indexOf(Object o),False
5,ParserAdapter,9,boolean isEmpty(),False
5,ParserAdapter,10,Iterator<E> iterator(),False
5,ParserAdapter,11,int lastIndexOf(Object o),False
5,ParserAdapter,12,ListIterator<E> listIterator(),False
5,ParserAdapter,13,ListIterator<E> listIterator(int index),False
5,ParserAdapter,14,boolean remove(Object o),False
5,ParserAdapter,15,E remove(int index),False
5,ParserAdapter,16,boolean removeAll(Collection<?> c),False
5,ParserAdapter,17,boolean retainAll(Collection<?> c),False
5,ParserAdapter,18,"E set(int index, E element)",False
5,ParserAdapter,19,int size(),False
5,ParserAdapter,20,"List<E> subList(int fromIndex, int toIndex)",False
6,ParserFactory,1,boolean add(E e),False
6,ParserFactory,2,boolean addAll(Collection<? extends E> c),False
6,ParserFactory,3,void clear(),False
6,ParserFactory,4,boolean contains(Object o),False
6,ParserFactory,5,boolean containsAll(Collection<?> c),False
6,ParserFactory,6,boolean equals(Object o),False
6,ParserFactory,7,E get(int index),False
6,ParserFactory,8,int indexOf(Object o),False
6,ParserFactory,9,boolean isEmpty(),False
6,ParserFactory,10,Iterator<E> iterator(),False
6,ParserFactory,11,int lastIndexOf(Object o),False
6,ParserFactory,12,ListIterator<E> listIterator(),False
6,ParserFactory,13,ListIterator<E> listIterator(int index),False
6,ParserFactory,14,boolean remove(Object o),False
6,ParserFactory,15,E remove(int index),False
6,ParserFactory,16,boolean removeAll(Collection<?> c),False
6,ParserFactory,17,boolean retainAll(Collection<?> c),False
6,ParserFactory,18,"E set(int index, E element)",False
6,ParserFactory,19,int size(),False
6,ParserFactory,20,"List<E> subList(int fromIndex, int toIndex)",False
7,XMLFilterImpl,1,boolean add(E e),False
7,XMLFilterImpl,2,boolean addAll(Collection<? extends E> c),False
7,XMLFilterImpl,3,void clear(),False
7,XMLFilterImpl,4,boolean contains(Object o),False
7,XMLFilterImpl,5,boolean containsAll(Collection<?> c),False
7,XMLFilterImpl,6,boolean equals(Object o),False
7,XMLFilterImpl,7,E get(int index),False
7,XMLFilterImpl,8,int indexOf(Object o),False
7,XMLFilterImpl,9,boolean isEmpty(),False
7,XMLFilterImpl,10,Iterator<E> iterator(),False
7,XMLFilterImpl,11,int lastIndexOf(Object o),False
7,XMLFilterImpl,12,ListIterator<E> listIterator(),False
7,XMLFilterImpl,13,ListIterator<E> listIterator(int index),False
7,XMLFilterImpl,14,boolean remove(Object o),False
7,XMLFilterImpl,15,E remove(int index),False
7,XMLFilterImpl,16,boolean removeAll(Collection<?> c),False
7,XMLFilterImpl,17,boolean retainAll(Collection<?> c),False
7,XMLFilterImpl,18,"E set(int index, E element)",False
7,XMLFilterImpl,19,int size(),False
7,XMLFilterImpl,20,"List<E> subList(int fromIndex, int toIndex)",False
7,XMLFilterImpl,21,Object[] toArray(),False
7,XMLFilterImpl,22,<T> T[] toArray(T[] a),False
7,XMLFilterImpl,23,String toString(),False
8,XMLReaderAdapter,1,boolean add(E e),False
8,XMLReaderAdapter,2,boolean addAll(Collection<? extends E> c),False
8,XMLReaderAdapter,3,void clear(),False
8,XMLReaderAdapter,4,boolean contains(Object o),False
8,XMLReaderAdapter,5,boolean containsAll(Collection<?> c),False
8,XMLReaderAdapter,6,boolean equals(Object o),False
