ClassName,Method,Return Type
SerialArray,clone(),Object
SerialArray,equals(Object obj),boolean
SerialArray,free(),void
SerialArray,getArray(),Object
SerialArray,"getArray(long index, int count)",Object
SerialArray,"getArray(long index, int count, Map<String,Class<?>> map)",Object
SerialArray,"getArray(Map<String,Class<?>> map)",Object
SerialArray,getBaseType(),int
SerialArray,getBaseTypeName(),String
SerialArray,getResultSet(),ResultSet
SerialArray,"getResultSet(long index, int count)",ResultSet
SerialArray,"getResultSet(long index, int count, Map<String,Class<?>> map)",ResultSet
SerialArray,"getResultSet(Map<String,Class<?>> map)",ResultSet
SerialArray,hashCode(),int
SerialBlob,clone(),Object
SerialBlob,equals(Object obj),boolean
SerialBlob,free(),void
SerialBlob,getBinaryStream(),InputStream
SerialBlob,"getBinaryStream(long pos, long length)",InputStream
SerialBlob,"getBytes(long pos, int length)",byte[]
SerialBlob,hashCode(),int
SerialBlob,length(),long
SerialBlob,"position(Blob pattern, long start)",long
SerialBlob,"position(byte[] pattern, long start)",long
SerialBlob,setBinaryStream(long pos),OutputStream
SerialBlob,"setBytes(long pos, byte[] bytes)",int
SerialBlob,"setBytes(long pos, byte[] bytes, int offset, int length)",int
SerialBlob,truncate(long length),void
SerialClob,clone(),Object
SerialClob,equals(Object obj),boolean
SerialClob,free(),void
SerialClob,getAsciiStream(),InputStream
SerialClob,getCharacterStream(),Reader
SerialClob,"getCharacterStream(long pos, long length)",Reader
SerialClob,"getSubString(long pos, int length)",String
SerialClob,hashCode(),int
SerialClob,length(),long
SerialClob,"position(Clob searchStr, long start)",long
SerialClob,"position(String searchStr, long start)",long
SerialClob,setAsciiStream(long pos),OutputStream
SerialClob,setCharacterStream(long pos),Writer
SerialClob,"setString(long pos, String str)",int
SerialClob,"setString(long pos, String str, int offset, int length)",int
SerialClob,truncate(long length),void
SerialDatalink,clone(),Object
SerialDatalink,equals(Object obj),boolean
SerialDatalink,getDatalink(),URL
SerialDatalink,hashCode(),int
SerialJavaObject,clone(),Object
SerialJavaObject,equals(Object o),boolean
SerialJavaObject,getFields(),Field[]
SerialJavaObject,getObject(),Object
SerialJavaObject,hashCode(),int
SerialRef,clone(),Object
SerialRef,equals(Object obj),boolean
SerialRef,getBaseTypeName(),String
SerialRef,getObject(),Object
SerialRef,"getObject(Map<String,Class<?>> map)",Object
SerialRef,hashCode(),int
SerialRef,setObject(Object obj),void
SerialStruct,clone(),Object
SerialStruct,equals(Object obj),boolean
SerialStruct,getAttributes(),Object[]
SerialStruct,"getAttributes(Map<String,Class<?>> map)",Object[]
SerialStruct,getSQLTypeName(),String
SerialStruct,hashCode(),int
SQLInputImpl,readArray(),Array
SQLInputImpl,readAsciiStream(),InputStream
SQLInputImpl,readBigDecimal(),BigDecimal
SQLInputImpl,readBinaryStream(),InputStream
SQLInputImpl,readBlob(),Blob
SQLInputImpl,readBoolean(),boolean
SQLInputImpl,readByte(),byte
SQLInputImpl,readBytes(),byte[]
SQLInputImpl,readCharacterStream(),Reader
SQLInputImpl,readClob(),Clob
SQLInputImpl,readDate(),Date
SQLInputImpl,readDouble(),double
SQLInputImpl,readFloat(),float
SQLInputImpl,readInt(),int
SQLInputImpl,readLong(),long
SQLInputImpl,readNClob(),NClob
SQLInputImpl,readNString(),String
SQLInputImpl,readObject(),Object
SQLInputImpl,readRef(),Ref
SQLInputImpl,readRowId(),RowId
SQLInputImpl,readShort(),short
SQLInputImpl,readSQLXML(),SQLXML
SQLInputImpl,readString(),String
SQLInputImpl,readTime(),Time
SQLInputImpl,readTimestamp(),Timestamp
SQLInputImpl,readURL(),URL
SQLInputImpl,wasNull(),boolean
SQLOutputImpl,writeArray(Array x),void
SQLOutputImpl,writeAsciiStream(InputStream x),void
SQLOutputImpl,writeBigDecimal(BigDecimal x),void
SQLOutputImpl,writeBinaryStream(InputStream x),void
SQLOutputImpl,writeBlob(Blob x),void
SQLOutputImpl,writeBoolean(boolean x),void
SQLOutputImpl,writeByte(byte x),void
SQLOutputImpl,writeBytes(byte[] x),void
SQLOutputImpl,writeCharacterStream(Reader x),void
SQLOutputImpl,writeClob(Clob x),void
SQLOutputImpl,writeDate(Date x),void
SQLOutputImpl,writeDouble(double x),void
SQLOutputImpl,writeFloat(float x),void
SQLOutputImpl,writeInt(int x),void
SQLOutputImpl,writeLong(long x),void
SQLOutputImpl,writeNClob(NClob x),void
SQLOutputImpl,writeNString(String x),void
SQLOutputImpl,writeObject(SQLData x),void
SQLOutputImpl,writeRef(Ref x),void
SQLOutputImpl,writeRowId(RowId x),void
SQLOutputImpl,writeShort(short x),void
SQLOutputImpl,writeSQLXML(SQLXML x),void
SQLOutputImpl,writeString(String x),void
SQLOutputImpl,writeStruct(Struct x),void
SQLOutputImpl,writeTime(Time x),void
SQLOutputImpl,writeTimestamp(Timestamp x),void
SQLOutputImpl,writeURL(URL url),void
