Sample Number,ClassName,Snippet Number,Method,Exist
0,W3CEndpointReference,1,boolean add(E e),False
0,W3CEndpointReference,2,"void add(int index, E element)",False
0,W3CEndpointReference,3,boolean addAll(Collection<? extends E> c),False
0,W3CEndpointReference,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,W3CEndpointReference,5,void clear(),False
1,W3CEndpointReferenceBuilder,1,boolean add(E e),False
1,W3CEndpointReferenceBuilder,2,boolean addAll(Collection<? extends E> c),False
1,W3CEndpointReferenceBuilder,3,void clear(),False
1,W3CEndpointReferenceBuilder,4,boolean contains(Object o),False
1,W3CEndpointReferenceBuilder,5,boolean containsAll(Collection<?> c),False
1,W3CEndpointReferenceBuilder,6,E get(int index),False
1,W3CEndpointReferenceBuilder,7,int indexOf(Object o),False
1,W3CEndpointReferenceBuilder,8,boolean isEmpty(),False
1,W3CEndpointReferenceBuilder,9,Iterator<E> iterator(),False
1,W3CEndpointReferenceBuilder,10,E remove(int index),False
1,W3CEndpointReferenceBuilder,11,boolean remove(Object o),False
1,W3CEndpointReferenceBuilder,12,boolean removeAll(Collection<?> c),False
1,W3CEndpointReferenceBuilder,13,int size(),False
1,W3CEndpointReferenceBuilder,14,"List<E> subList(int fromIndex, int toIndex)",False
1,W3CEndpointReferenceBuilder,15,Object[] toArray(),False
1,W3CEndpointReferenceBuilder,16,<T> T[] toArray(T[] a),False
1,W3CEndpointReferenceBuilder,17,boolean equals(Object o),False
1,W3CEndpointReferenceBuilder,18,int hashCode(),False
1,W3CEndpointReferenceBuilder,19,String toString(),False
1,W3CEndpointReferenceBuilder,20,ListIterator<E> listIterator(),False
1,W3CEndpointReferenceBuilder,21,ListIterator<E> listIterator(int index),False
1,W3CEndpointReferenceBuilder,22,boolean retainAll(Collection<?> c),False
1,W3CEndpointReferenceBuilder,23,void sort(Comparator<? super E> c),False
1,W3CEndpointReferenceBuilder,24,void replaceAll(UnaryOperator<E> operator),False
1,W3CEndpointReferenceBuilder,25,void forEach(Consumer<? super E> action),False
