Sample Number,ClassName,Snippet Number,Method,Exist
0,CounterMonitor,1,CounterMonitor(),False
0,CounterMonitor,2,void add(long value),False
0,CounterMonitor,3,long getCount(),False
0,CounterMonitor,4,void reset(),False
0,CounterMonitor,5,void setCount(long value),False
1,GaugeMonitor,1,"GaugeMonitor(ObjectName name, MBeanServer server, Gauge gauge, long interval)",False
1,GaugeMonitor,2,"GaugeMonitor(ObjectName name, MBeanServer server, Gauge gauge)",False
1,GaugeMonitor,3,Gauge getGauge(),False
1,GaugeMonitor,4,long getInterval(),False
1,GaugeMonitor,5,ObjectName getName(),False
1,GaugeMonitor,6,MBeanServer getServer(),False
1,GaugeMonitor,7,void setGauge(Gauge gauge),False
1,GaugeMonitor,8,void setInterval(long interval),False
1,GaugeMonitor,9,void setName(ObjectName name),False
1,GaugeMonitor,10,void setServer(MBeanServer server),False
2,Monitor,1,boolean add(E e),False
2,Monitor,2,void clear(),False
2,Monitor,3,boolean contains(Object o),False
2,Monitor,4,boolean remove(Object o),False
2,Monitor,5,boolean removeAll(Collection<?> c),False
3,MonitorNotification,1,boolean add(E e),False
3,MonitorNotification,2,void clear(),False
3,MonitorNotification,3,boolean contains(Object o),False
3,MonitorNotification,4,boolean remove(Object o),False
3,MonitorNotification,5,boolean remove(int index),False
4,StringMonitor,1,boolean add(E e),False
4,StringMonitor,2,void clear(),False
4,StringMonitor,3,boolean contains(Object o),False
4,StringMonitor,4,boolean remove(Object o),False
4,StringMonitor,5,boolean remove(int index),False
