ClassName,Method,Return Type
SAXResult,getHandler(),ContentHandler
SAXResult,getLexicalHandler(),LexicalHandler
SAXResult,getSystemId(),String
SAXResult,setHandler(ContentHandler handler),void
SAXResult,setLexicalHandler(LexicalHandler handler),void
SAXResult,setSystemId(String systemId),void
SAXSource,getInputSource(),InputSource
SAXSource,getSystemId(),String
SAXSource,getXMLReader(),XMLReader
SAXSource,setInputSource(InputSource inputSource),void
SAXSource,setSystemId(String systemId),void
SAXSource,setXMLReader(XMLReader reader),void
SAXSource,sourceToInputSource(Source source),static InputSource
SAXTransformerFactory,newTemplatesHandler(),abstract TemplatesHandler
SAXTransformerFactory,newTransformerHandler(),abstract TransformerHandler
SAXTransformerFactory,newTransformerHandler(Source src),abstract TransformerHandler
SAXTransformerFactory,newTransformerHandler(Templates templates),abstract TransformerHandler
SAXTransformerFactory,newXMLFilter(Source src),abstract XMLFilter
SAXTransformerFactory,newXMLFilter(Templates templates),abstract XMLFilter
