ClassName,Method,Return Type
AbstractMarshallerImpl,getAdapter(Class<A> type),<A extends XmlAdapter>A
AbstractMarshallerImpl,getAttachmentMarshaller(),AttachmentMarshaller
AbstractMarshallerImpl,getEncoding(),protected String
AbstractMarshallerImpl,getEventHandler(),ValidationEventHandler
AbstractMarshallerImpl,getJavaEncoding(String encoding),protected String
AbstractMarshallerImpl,getListener(),Marshaller.Listener
AbstractMarshallerImpl,getNode(Object obj),Node
AbstractMarshallerImpl,getNoNSSchemaLocation(),protected String
AbstractMarshallerImpl,getProperty(String name),Object
AbstractMarshallerImpl,getSchema(),Schema
AbstractMarshallerImpl,getSchemaLocation(),protected String
AbstractMarshallerImpl,isFormattedOutput(),protected boolean
AbstractMarshallerImpl,isFragment(),protected boolean
AbstractMarshallerImpl,"marshal(Object obj, ContentHandler handler)",void
AbstractMarshallerImpl,"marshal(Object jaxbElement, File output)",void
AbstractMarshallerImpl,"marshal(Object obj, Node node)",void
AbstractMarshallerImpl,"marshal(Object obj, OutputStream os)",void
AbstractMarshallerImpl,"marshal(Object obj, Writer w)",void
AbstractMarshallerImpl,"marshal(Object obj, XMLEventWriter writer)",void
AbstractMarshallerImpl,"marshal(Object obj, XMLStreamWriter writer)",void
AbstractMarshallerImpl,"setAdapter(Class<A> type, A adapter)",<A extends XmlAdapter>void
AbstractMarshallerImpl,setAdapter(XmlAdapter adapter),void
AbstractMarshallerImpl,setAttachmentMarshaller(AttachmentMarshaller am),void
AbstractMarshallerImpl,setEncoding(String encoding),protected void
AbstractMarshallerImpl,setEventHandler(ValidationEventHandler handler),void
AbstractMarshallerImpl,setFormattedOutput(boolean v),protected void
AbstractMarshallerImpl,setFragment(boolean v),protected void
AbstractMarshallerImpl,setListener(Marshaller.Listener listener),void
AbstractMarshallerImpl,setNoNSSchemaLocation(String location),protected void
AbstractMarshallerImpl,"setProperty(String name, Object value)",void
AbstractMarshallerImpl,setSchema(Schema schema),void
AbstractMarshallerImpl,setSchemaLocation(String location),protected void
AbstractUnmarshallerImpl,createUnmarshalException(SAXException e),protected UnmarshalException
AbstractUnmarshallerImpl,getAdapter(Class<A> type),<A extends XmlAdapter>A
AbstractUnmarshallerImpl,getAttachmentUnmarshaller(),AttachmentUnmarshaller
AbstractUnmarshallerImpl,getEventHandler(),ValidationEventHandler
AbstractUnmarshallerImpl,getListener(),Unmarshaller.Listener
AbstractUnmarshallerImpl,getProperty(String name),Object
AbstractUnmarshallerImpl,getSchema(),Schema
AbstractUnmarshallerImpl,getXMLReader(),protected XMLReader
AbstractUnmarshallerImpl,isValidating(),boolean
AbstractUnmarshallerImpl,"setAdapter(Class<A> type, A adapter)",<A extends XmlAdapter>void
AbstractUnmarshallerImpl,setAdapter(XmlAdapter adapter),void
AbstractUnmarshallerImpl,setAttachmentUnmarshaller(AttachmentUnmarshaller au),void
AbstractUnmarshallerImpl,setEventHandler(ValidationEventHandler handler),void
AbstractUnmarshallerImpl,setListener(Unmarshaller.Listener listener),void
AbstractUnmarshallerImpl,"setProperty(String name, Object value)",void
AbstractUnmarshallerImpl,setSchema(Schema schema),void
AbstractUnmarshallerImpl,setValidating(boolean validating),void
AbstractUnmarshallerImpl,unmarshal(File f),Object
AbstractUnmarshallerImpl,unmarshal(InputSource source),Object
AbstractUnmarshallerImpl,unmarshal(InputStream is),Object
AbstractUnmarshallerImpl,"unmarshal(Node node, Class<T> expectedType)",<T> JAXBElement<T>
AbstractUnmarshallerImpl,unmarshal(Reader reader),Object
AbstractUnmarshallerImpl,unmarshal(Source source),Object
AbstractUnmarshallerImpl,"unmarshal(Source source, Class<T> expectedType)",<T> JAXBElement<T>
AbstractUnmarshallerImpl,unmarshal(URL url),Object
AbstractUnmarshallerImpl,unmarshal(XMLEventReader reader),Object
AbstractUnmarshallerImpl,"unmarshal(XMLEventReader reader, Class<T> expectedType)",<T> JAXBElement<T>
AbstractUnmarshallerImpl,"unmarshal(XMLReader reader, InputSource source)",protected abstract Object
AbstractUnmarshallerImpl,unmarshal(XMLStreamReader reader),Object
AbstractUnmarshallerImpl,"unmarshal(XMLStreamReader reader, Class<T> expectedType)",<T> JAXBElement<T>
DefaultValidationEventHandler,handleEvent(ValidationEvent event),boolean
ValidationEventImpl,getLinkedException(),Throwable
ValidationEventImpl,getLocator(),ValidationEventLocator
ValidationEventImpl,getMessage(),String
ValidationEventImpl,getSeverity(),int
ValidationEventImpl,setLinkedException(Throwable _linkedException),void
ValidationEventImpl,setLocator(ValidationEventLocator _locator),void
ValidationEventImpl,setMessage(String _message),void
ValidationEventImpl,setSeverity(int _severity),void
ValidationEventImpl,toString(),String
ValidationEventLocatorImpl,getColumnNumber(),int
ValidationEventLocatorImpl,getLineNumber(),int
ValidationEventLocatorImpl,getNode(),Node
ValidationEventLocatorImpl,getObject(),Object
ValidationEventLocatorImpl,getOffset(),int
ValidationEventLocatorImpl,getURL(),URL
ValidationEventLocatorImpl,setColumnNumber(int _columnNumber),void
ValidationEventLocatorImpl,setLineNumber(int _lineNumber),void
ValidationEventLocatorImpl,setNode(Node _node),void
ValidationEventLocatorImpl,setObject(Object _object),void
ValidationEventLocatorImpl,setOffset(int _offset),void
ValidationEventLocatorImpl,setURL(URL _url),void
ValidationEventLocatorImpl,toString(),String
