ClassName,URL
_ServantActivatorStub,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/_ServantActivatorStub.html
_ServantLocatorStub,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/_ServantLocatorStub.html
CurrentHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/CurrentHelper.html
DynamicImplementation,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/DynamicImplementation.html
ForwardRequestHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ForwardRequestHelper.html
IdAssignmentPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/IdAssignmentPolicyValue.html
IdUniquenessPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/IdUniquenessPolicyValue.html
ImplicitActivationPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ImplicitActivationPolicyValue.html
LifespanPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/LifespanPolicyValue.html
POAHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/POAHelper.html
RequestProcessingPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/RequestProcessingPolicyValue.html
Servant,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/Servant.html
ServantActivatorHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantActivatorHelper.html
ServantActivatorPOA,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantActivatorPOA.html
ServantLocatorHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantLocatorHelper.html
ServantLocatorPOA,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantLocatorPOA.html
ServantRetentionPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantRetentionPolicyValue.html
ThreadPolicyValue,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ThreadPolicyValue.html
