ClassName,Method,Return Type
X500Principal,equals(Object o),boolean
X500Principal,getEncoded(),byte[]
X500Principal,getName(),String
X500Principal,getName(String format),String
X500Principal,"getName(String format, Map<String,String> oidMap)",String
X500Principal,hashCode(),int
X500Principal,toString(),String
X500PrivateCredential,destroy(),void
X500PrivateCredential,getAlias(),String
X500PrivateCredential,getCertificate(),X509Certificate
X500PrivateCredential,getPrivateKey(),PrivateKey
X500PrivateCredential,isDestroyed(),boolean
