FileName,UsedPackage
Duration_2,True
Duration_3,True
Duration_4,True
Duration_6,True
Duration_7,True
Duration_14,True
Duration_15,True
Duration_16,True
Duration_17,True
Duration_18,True
Duration_19,True
Duration_20,True
LocalDate_1,True
LocalDate_2,True
LocalDate_3,True
LocalDate_4,True
LocalDate_5,True
LocalDate_6,True
LocalDate_7,True
LocalDate_8,True
LocalDate_9,True
LocalDate_10,True
LocalDate_11,True
LocalDate_12,True
LocalDate_13,True
LocalDate_14,True
LocalDate_15,True
LocalDate_18,True
LocalDate_19,True
LocalDate_20,True
LocalDate_21,True
LocalDate_22,True
LocalDate_23,True
LocalDate_25,True
LocalDateTime_1,True
LocalDateTime_2,True
LocalDateTime_3,True
LocalDateTime_4,True
LocalDateTime_5,True
LocalTime_1,True
LocalTime_2,True
LocalTime_3,True
LocalTime_4,True
LocalTime_5,True
OffsetDateTime_1,True
OffsetDateTime_2,True
OffsetDateTime_3,True
OffsetDateTime_4,True
OffsetDateTime_5,True
OffsetDateTime_6,True
OffsetDateTime_7,True
OffsetDateTime_8,True
OffsetDateTime_9,True
OffsetDateTime_10,True
OffsetDateTime_11,True
OffsetDateTime_12,True
OffsetDateTime_13,True
OffsetDateTime_14,True
OffsetDateTime_15,True
OffsetDateTime_16,True
OffsetDateTime_17,True
OffsetDateTime_18,True
OffsetDateTime_19,True
OffsetDateTime_20,True
Period_4,True
Period_5,True
Period_6,True
ZonedDateTime_1,True
ZonedDateTime_2,True
ZonedDateTime_3,True
ZonedDateTime_4,True
ZonedDateTime_5,True
